PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Allan Houston,31.0,82,82.0,3108,652,1465,0.445,178,450,0.396,474,1015,0.467,0.506,363,395,0.919,26,205,231,220,54,7,178,191,1845
Latrell Sprewell,32.0,74,73.0,2859,454,1127,0.40299999999999997,134,360,0.37200000000000005,320,767,0.41700000000000004,0.462,173,218,0.794,45,240,285,332,102,22,172,134,1215
Kurt Thomas,30.0,81,81.0,2577,497,1028,0.483,2,3,0.667,495,1025,0.483,0.484,138,184,0.75,160,477,637,162,81,97,138,344,1134
Howard Eisley,30.0,82,76.0,2243,262,628,0.41700000000000004,131,337,0.389,131,291,0.45,0.521,89,105,0.848,24,162,186,444,71,9,149,222,744
Clarence Weatherspoon,32.0,79,19.0,2024,186,414,0.449,0,0,,186,414,0.449,0.449,149,194,0.768,214,385,599,68,69,36,63,174,521
Othella Harrington,29.0,74,64.0,1850,225,443,0.508,0,0,,225,443,0.508,0.508,123,150,0.82,165,311,476,62,12,23,90,231,573
Shandon Anderson,29.0,82,9.0,1731,248,537,0.462,52,140,0.371,196,397,0.494,0.51,139,190,0.732,64,190,254,87,73,20,114,177,687
Charlie Ward,32.0,66,6.0,1465,165,414,0.39899999999999997,101,267,0.37799999999999995,64,147,0.435,0.521,41,53,0.774,25,152,177,306,78,11,95,146,472
Michael Doleac,25.0,75,0.0,1041,146,343,0.426,0,0,,146,343,0.426,0.426,36,46,0.7829999999999999,65,154,219,42,16,16,49,150,328
Lee Nailon,27.0,38,0.0,405,84,190,0.442,0,1,0.0,84,189,0.444,0.442,42,51,0.8240000000000001,32,38,70,26,6,3,32,46,210
Travis Knight,28.0,32,0.0,287,25,65,0.385,0,1,0.0,25,64,0.391,0.385,10,13,0.769,18,44,62,14,8,9,10,44,60
Frank Williams,22.0,21,0.0,167,9,33,0.273,6,16,0.375,3,17,0.17600000000000002,0.364,4,6,0.667,3,15,18,34,7,2,17,20,28
Lavor Postell,24.0,12,0.0,98,14,38,0.368,2,7,0.28600000000000003,12,31,0.387,0.395,13,15,0.867,1,3,4,3,2,0,7,9,43
Team Totals,,82,,19855,2967,6725,0.441,606,1582,0.38299999999999995,2361,5143,0.45899999999999996,0.486,1320,1620,0.815,842,2376,3218,1800,579,255,1149,1888,7860
