PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Juwan Howard,29.0,77,77.0,2730,567,1261,0.45,2,4,0.5,565,1257,0.449,0.45,282,351,0.8029999999999999,181,404,585,234,77,27,189,239,1418
Kenny Satterfield,20.0,80,53.0,2258,321,619,0.519,0,3,0.0,321,616,0.521,0.519,197,341,0.578,208,283,491,149,127,65,181,295,839
Junior Harrington,22.0,82,51.0,2003,169,467,0.36200000000000004,7,28,0.25,162,439,0.369,0.369,73,112,0.652,44,206,250,277,80,15,157,250,418
Donnell Harvey,22.0,77,27.0,1613,246,551,0.446,1,7,0.14300000000000002,245,544,0.45,0.447,118,176,0.67,125,284,409,100,48,27,123,203,611
Rodney White,22.0,72,19.0,1563,260,638,0.408,32,134,0.239,228,504,0.452,0.433,98,125,0.784,43,170,213,121,45,32,156,134,650
Vincent Yarbrough,21.0,59,39.0,1381,168,428,0.39299999999999996,21,78,0.26899999999999996,147,350,0.42,0.41700000000000004,49,62,0.79,36,126,162,130,57,33,81,145,406
Nikoloz Tskitishvili,19.0,81,16.0,1320,115,393,0.293,37,152,0.243,78,241,0.324,0.34,48,65,0.738,64,117,181,91,31,29,84,136,315
Ryan Bowen,27.0,62,31.0,996,97,197,0.49200000000000005,2,7,0.28600000000000003,95,190,0.5,0.49700000000000005,27,41,0.659,78,79,157,54,65,29,43,82,223
Chris Andersen,24.0,59,3.0,907,114,285,0.4,0,1,0.0,114,284,0.401,0.4,77,140,0.55,109,165,274,32,30,60,60,90,305
Mark Blount,27.0,54,24.0,885,105,267,0.39299999999999996,0,0,,105,267,0.39299999999999996,0.39299999999999996,71,99,0.7170000000000001,62,121,183,35,22,51,70,112,281
James Posey,26.0,25,24.0,872,121,324,0.373,24,88,0.273,97,236,0.41100000000000003,0.41,86,102,0.843,38,107,145,78,29,6,66,63,352
Chris Whitney,31.0,29,20.0,762,94,261,0.36,43,128,0.336,51,133,0.38299999999999995,0.44299999999999995,46,57,0.807,1,45,46,124,17,1,55,77,277
Shammond Williams,27.0,27,9.0,712,94,241,0.39,37,102,0.363,57,139,0.41,0.467,30,45,0.667,12,49,61,138,16,3,53,56,255
Marcus Camby,28.0,29,9.0,616,93,227,0.41,2,5,0.4,91,222,0.41,0.414,33,50,0.66,75,133,208,47,20,40,27,69,221
Kenny Satterfield,21.0,22,6.0,420,51,165,0.309,5,28,0.179,46,137,0.336,0.324,16,23,0.696,12,23,35,53,18,2,36,30,123
Predrag Savović,26.0,27,0.0,256,29,93,0.312,4,26,0.154,25,67,0.373,0.33299999999999996,21,29,0.7240000000000001,9,16,25,22,14,1,21,33,83
John Crotty,33.0,12,0.0,180,14,41,0.341,4,13,0.308,10,28,0.35700000000000004,0.39,9,15,0.6,1,14,15,29,3,0,9,16,41
Jeff Trepagnier,23.0,8,0.0,97,17,40,0.425,4,8,0.5,13,32,0.406,0.475,7,7,1.0,8,8,16,6,8,0,8,5,45
Adam Harrington,22.0,6,0.0,74,7,20,0.35,4,11,0.364,3,9,0.33299999999999996,0.45,1,2,0.5,1,5,6,10,1,0,0,6,19
Devin Brown,24.0,3,2.0,71,7,25,0.28,0,1,0.0,7,24,0.292,0.28,4,6,0.667,4,7,11,5,4,1,4,11,18
Mark Bryant,37.0,3,0.0,14,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,1,1,2,2,0,0,2,4,1
Team Totals,,82,,19730,2689,6544,0.41100000000000003,229,824,0.278,2460,5720,0.43,0.428,1294,1850,0.6990000000000001,1112,2363,3475,1737,712,422,1514,2056,6901
