Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,30,1160,WAS,Washington Wizards,22.0,NBA,SF,78.0,42.0,2519.0,11.2,25.7,0.44,0.8,3.0,0.27,10.4,22.7,0.46,5.7,6.6,0.87,1.5,3.4,4.9,4.6,1.5,0.2,4.1,4.2,29.0,,100.0,111.0
2002,30,1160,WAS,Washington Wizards,23.0,NBA,SG,63.0,57.0,2203.0,11.6,26.7,0.44,0.4,1.0,0.38,11.2,25.7,0.44,7.4,8.3,0.89,1.8,3.5,5.3,4.2,0.9,0.3,3.3,3.4,31.1,,105.0,111.0
2003,9,1160,DET,Detroit Pistons,24.0,NBA,SG,82.0,82.0,2640.0,11.9,26.9,0.44,0.7,2.5,0.27,11.3,24.5,0.46,9.2,11.1,0.83,1.8,4.8,6.7,4.4,1.3,0.3,4.2,5.2,33.8,,104.0,103.0
2004,9,1160,DET,Detroit Pistons,25.0,NBA,SG,78.0,78.0,2772.0,10.4,23.0,0.46,0.4,1.3,0.26,10.1,21.6,0.47,5.9,6.7,0.87,1.5,4.0,5.5,6.1,2.0,0.3,4.1,4.4,27.1,,103.0,99.0
2005,9,1160,DET,Detroit Pistons,26.0,NBA,SG,76.0,76.0,2926.0,9.6,21.8,0.44,0.7,2.2,0.3,8.9,19.6,0.46,6.9,8.1,0.86,1.4,4.2,5.6,7.0,1.4,0.2,4.1,4.4,26.8,,106.0,105.0
2006,9,1160,DET,Detroit Pistons,27.0,NBA,SG,80.0,80.0,2825.0,12.7,25.9,0.49,1.1,2.3,0.46,11.6,23.5,0.49,5.0,5.9,0.84,1.6,3.4,5.0,5.4,1.0,0.3,3.4,4.1,31.5,,109.0,108.0
2007,9,1160,DET,Detroit Pistons,28.0,NBA,SG,75.0,75.0,2763.0,10.9,23.3,0.47,0.9,2.6,0.34,10.0,20.7,0.48,6.9,8.0,0.86,1.5,4.1,5.6,5.7,1.2,0.3,3.2,4.6,29.6,,112.0,108.0
2008,9,1160,DET,Detroit Pistons,29.0,NBA,SG,72.0,72.0,2424.0,11.3,23.4,0.48,1.4,3.2,0.44,9.9,20.2,0.49,4.2,5.0,0.83,1.7,3.6,5.3,6.8,1.7,0.2,3.0,3.9,28.2,,113.0,106.0
2009,9,1160,DET,Detroit Pistons,30.0,NBA,SG,67.0,51.0,2279.0,11.3,25.3,0.45,1.7,4.6,0.37,9.6,20.7,0.46,5.4,6.4,0.85,1.1,4.0,5.0,7.2,1.0,0.1,3.2,4.3,29.7,,108.0,112.0
2010,9,1160,DET,Detroit Pistons,31.0,NBA,SG,46.0,46.0,1552.0,10.2,25.0,0.41,1.4,4.8,0.3,8.8,20.2,0.44,7.1,8.4,0.85,1.0,3.2,4.3,7.1,1.0,0.1,4.0,4.0,29.0,,104.0,115.0
2011,9,1160,DET,Detroit Pistons,32.0,NBA,SG,55.0,39.0,1498.0,10.4,24.1,0.43,2.0,5.2,0.38,8.4,18.9,0.44,5.2,6.2,0.85,0.9,3.7,4.5,6.1,1.4,0.1,3.2,3.4,27.9,,106.0,115.0
2012,5,1160,CHI,Chicago Bulls,33.0,NBA,SG,28.0,28.0,697.0,10.8,23.9,0.45,1.3,3.6,0.37,9.5,20.4,0.47,2.2,2.9,0.78,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,,101.0,104.0
2013,5,1160,CHI,Chicago Bulls,34.0,NBA,SG,50.0,45.0,1088.0,10.1,23.5,0.43,0.8,2.6,0.31,9.3,20.9,0.44,3.3,3.8,0.86,0.8,3.3,4.1,5.9,1.2,0.2,4.1,4.6,24.2,,94.0,107.0
