Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,2,BOS,Boston Celtics,Paul Pierce,30,26,26,38.1,6.3,14.2,0.44,1.7,4.6,0.36,4.6,9.7,0.48,0.5,5.5,6.8,0.8,0.8,4.2,5.0,4.6,1.1,0.3,3.2,3.5,19.7
2008,2,BOS,Boston Celtics,Ray Allen,32,26,26,38.0,5.1,12.0,0.43,2.1,5.3,0.4,3.0,6.6,0.45,0.52,3.2,3.5,0.91,1.0,2.8,3.8,2.7,0.9,0.3,1.5,2.4,15.6
2008,2,BOS,Boston Celtics,Kevin Garnett,31,26,26,38.0,8.3,16.8,0.5,0.1,0.3,0.25,8.3,16.5,0.5,0.5,3.6,4.5,0.81,2.8,7.8,10.5,3.3,1.3,1.1,2.1,2.8,20.4
2008,2,BOS,Boston Celtics,Rajon Rondo,21,26,26,32.0,4.1,10.1,0.41,0.2,0.8,0.25,3.9,9.3,0.42,0.42,1.8,2.6,0.69,1.5,2.6,4.1,6.6,1.7,0.3,1.8,2.8,10.2
2008,2,BOS,Boston Celtics,Kendrick Perkins,23,25,25,25.2,2.5,4.2,0.58,0.0,0.0,0.0,2.5,4.2,0.59,0.58,1.6,2.4,0.68,2.1,4.0,6.1,0.5,0.6,1.3,1.2,3.6,6.6
2008,2,BOS,Boston Celtics,James Posey,31,26,0,22.0,2.0,4.6,0.44,1.3,3.4,0.4,0.7,1.2,0.55,0.58,1.3,1.5,0.88,0.5,3.1,3.6,1.1,1.0,0.3,0.5,2.3,6.7
2008,2,BOS,Boston Celtics,P.J. Brown,38,25,0,13.6,1.0,2.2,0.46,0.0,0.0,0.0,1.0,2.2,0.47,0.46,0.8,1.0,0.84,0.7,1.6,2.4,0.5,0.2,0.4,0.5,2.3,2.9
2008,2,BOS,Boston Celtics,Sam Cassell,38,21,0,12.6,1.8,5.3,0.33,0.3,1.3,0.21,1.5,4.0,0.37,0.36,0.7,0.8,0.82,0.1,0.6,0.7,1.2,0.4,0.0,0.6,1.4,4.5
2008,2,BOS,Boston Celtics,Leon Powe,24,23,1,11.7,1.6,3.2,0.49,0.0,0.0,,1.6,3.2,0.49,0.49,1.9,2.9,0.67,1.4,1.3,2.7,0.2,0.0,0.1,0.5,2.0,5.0
2008,2,BOS,Boston Celtics,Glen Davis,22,17,0,8.1,0.8,2.0,0.41,0.0,0.1,0.0,0.8,1.9,0.42,0.41,0.6,1.1,0.61,0.7,0.8,1.5,0.4,0.3,0.2,0.6,1.6,2.3
2008,2,BOS,Boston Celtics,Eddie House,29,21,0,7.9,0.8,2.7,0.3,0.5,1.5,0.36,0.3,1.2,0.24,0.4,0.3,0.4,0.88,0.1,1.0,1.0,0.9,0.2,0.0,0.2,0.6,2.5
2008,2,BOS,Boston Celtics,Tony Allen,26,15,0,4.3,0.6,1.1,0.56,0.0,0.1,0.0,0.6,1.0,0.6,0.56,0.1,0.3,0.4,0.1,0.1,0.2,0.2,0.1,0.0,0.1,0.3,1.3
