Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3070,51.0,48.0,254.57,4.66,11.56,0.4,1.64,4.43,0.37,2.99,7.11,0.42,2.21,2.69,0.82,0.3,1.56,1.87,4.03,1.47,0.09,2.89,2.7,13.17
