Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,29,62,UTA,Utah Jazz,26,John Amaechi,C,6-10,270,"November 26, 1970",US,4,"Vanderbilt, Penn State"
2003,29,111,UTA,Utah Jazz,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",PR,1,Florida International University
2003,29,520,UTA,Utah Jazz,40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",US,9,Indiana
2003,29,571,UTA,Utah Jazz,31,Jarron Collins,C,6-11,255,"December 2, 1978",US,1,Stanford
2003,29,1193,UTA,Utah Jazz,15,Matt Harpring,SF,6-7,231,"May 31, 1976",US,4,Georgia Tech
2003,29,1409,UTA,Utah Jazz,13,Mark Jackson,PG,6-1,180,"April 1, 1965",US,15,St. John's
2003,29,1627,UTA,Utah Jazz,47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",RU,1,
2003,29,1823,UTA,Utah Jazz,32,Karl Malone,PF,6-9,250,"July 24, 1963",US,17,Louisiana Tech
2003,29,1870,UTA,Utah Jazz,44,Tony Massenburg,C,6-9,220,"July 31, 1967",US,10,Maryland
2003,29,2218,UTA,Utah Jazz,0,Greg Ostertag,C,7-2,280,"March 6, 1973",US,7,Kansas
2003,29,2237,UTA,Utah Jazz,34,Scott Padgett,PF,6-9,240,"April 19, 1976",US,3,Kentucky
2003,29,2753,UTA,Utah Jazz,2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",US,2,
2003,29,2763,UTA,Utah Jazz,12,John Stockton,PG,6-1,170,"March 26, 1962",US,18,Gonzaga
