Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,19,38,NOH,New Orleans Hornets,32,Courtney Alexander,PG,6-5,205,"April 27, 1977",US,2,"Virginia, Fresno State"
2003,19,77,NOH,New Orleans Hornets,12,Kenny Anderson,PG,6-0,168,"October 9, 1970",US,11,Georgia Tech
2003,19,118,NOH,New Orleans Hornets,2,Stacey Augmon,SG,6-8,205,"August 1, 1968",US,11,UNLV
2003,19,393,NOH,New Orleans Hornets,42,P.J. Brown,PF,6-11,225,"October 14, 1969",US,9,Louisiana Tech
2003,19,463,NOH,New Orleans Hornets,5,Elden Campbell,C,6-11,215,"July 23, 1968",US,12,Clemson
2003,19,678,NOH,New Orleans Hornets,1,Baron Davis,PG,6-3,209,"April 13, 1979",US,3,UCLA
2003,19,782,NOH,New Orleans Hornets,17,Bryce Drew,PG,6-2,185,"September 21, 1974",US,4,Valparaiso
2003,19,1226,NOH,New Orleans Hornets,35,Kirk Haston,SF,6-9,242,"March 10, 1979",US,1,Indiana
2003,19,1758,NOH,New Orleans Hornets,3,Randy Livingston,PG,6-4,209,"April 2, 1975",US,6,LSU
2003,19,1792,NOH,New Orleans Hornets,9,George Lynch,SG,6-8,218,"September 3, 1970",US,9,UNC
2003,19,1815,NOH,New Orleans Hornets,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",CA,2,Kentucky
2003,19,1865,NOH,New Orleans Hornets,24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",US,9,Kentucky
2003,19,2023,NOH,New Orleans Hornets,6,Jerome Moiso,C,6-10,235,"June 15, 1978",FR,2,UCLA
2003,19,2235,NOH,New Orleans Hornets,14,Robert Pack,PG,6-2,180,"February 3, 1969",US,11,USC
2003,19,2908,NOH,New Orleans Hornets,34,Robert Traylor,C,6-8,284,"February 1, 1977",US,4,Michigan
2003,19,3073,NOH,New Orleans Hornets,4,David Wesley,SG,6-0,190,"November 14, 1970",US,9,Baylor
