PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Rajon Rondo,29,72,72,2537,6.7,14.8,0.45399999999999996,1.2,3.2,0.365,5.5,11.6,0.479,1.6,2.8,0.58,1.5,6.8,8.2,15.9,2.7,0.2,5.3,3.3,16.3,,105,107
Rudy Gay,29,70,70,2379,9.4,20.3,0.46299999999999997,1.5,4.3,0.344,7.9,16.0,0.495,4.0,5.1,0.78,2.1,7.1,9.2,2.4,2.0,1.0,2.8,3.7,24.3,,104,108
DeMarcus Cousins,25,65,65,2246,12.9,28.5,0.451,1.5,4.5,0.33299999999999996,11.4,24.0,0.473,10.2,14.2,0.718,3.4,12.6,16.0,4.6,2.2,2.0,5.3,5.0,37.4,,103,103
Darren Collison,28,74,15,2219,8.2,16.8,0.486,1.9,4.7,0.401,6.3,12.1,0.519,4.2,4.9,0.858,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,,115,112
Omri Casspi,27,69,21,1880,7.6,15.9,0.48100000000000004,2.9,7.0,0.409,4.8,8.9,0.537,2.6,4.1,0.648,1.5,9.0,10.5,2.4,1.4,0.4,2.4,3.9,20.8,,109,108
Marco Belinelli,29,68,7,1672,7.0,18.2,0.386,2.6,8.5,0.306,4.4,9.7,0.456,3.3,4.0,0.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20.0,,99,113
Kosta Koufos,26,78,14,1482,7.6,14.4,0.532,0.0,0.0,,7.6,14.4,0.532,1.8,3.4,0.5479999999999999,5.5,8.2,13.7,1.1,1.3,2.3,1.6,6.0,17.1,,113,107
Ben McLemore,22,68,53,1443,6.5,15.1,0.429,2.2,6.2,0.36200000000000004,4.3,9.0,0.474,2.5,3.4,0.718,1.1,3.8,4.9,2.6,1.7,0.3,3.3,4.7,17.7,,95,111
Willie Cauley-Stein,22,66,39,1412,6.5,11.5,0.563,0.0,0.1,0.0,6.5,11.5,0.5670000000000001,2.8,4.3,0.648,4.6,7.4,12.0,1.3,1.6,2.2,1.6,5.0,15.7,,119,107
Quincy Acy,25,59,29,876,6.5,11.7,0.556,1.0,2.7,0.38799999999999996,5.5,9.0,0.606,2.7,3.7,0.735,3.6,6.7,10.3,1.5,1.6,1.3,1.5,5.6,16.8,,124,108
James Anderson,26,51,15,721,4.5,11.9,0.376,1.5,5.7,0.267,2.9,6.1,0.478,1.5,1.9,0.759,0.9,4.9,5.7,2.7,1.4,0.9,2.8,3.6,11.9,,87,111
Seth Curry,25,44,9,692,7.1,15.5,0.455,3.5,7.7,0.45,3.6,7.8,0.46,3.1,3.7,0.833,0.6,3.5,4.2,4.6,1.5,0.2,2.5,2.8,20.7,,114,112
Caron Butler,35,17,1,176,6.8,16.1,0.424,0.8,4.9,0.16699999999999998,6.0,11.2,0.537,2.7,3.3,0.833,1.4,4.6,6.0,2.7,2.5,0.3,0.8,5.2,17.2,,106,109
Eric Moreland,24,8,0,48,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,2.0,4.0,0.5,3.0,8.0,11.0,1.0,0.0,4.0,3.0,4.0,8.0,,89,108
Duje Dukan,24,1,0,24,4.0,20.0,0.2,4.0,10.0,0.4,0.0,10.0,0.0,0.0,0.0,,4.0,4.0,8.0,2.0,2.0,0.0,0.0,4.0,12.0,,82,111
