SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2016,18,MIN,Andrew Wiggins,20,81,81,2845,10.5,22.9,0.46,1.0,3.4,0.3,9.5,19.6,0.49,7.6,10.0,0.76,1.9,3.3,5.2,2.9,1.4,0.8,3.2,2.9,29.7,,106,113
2016,18,MIN,Karl-Anthony Towns,20,82,82,2627,12.0,22.1,0.54,0.6,1.7,0.34,11.4,20.4,0.56,4.3,5.3,0.81,4.4,12.1,16.5,3.1,1.1,2.6,3.5,4.7,28.8,,112,106
2016,18,MIN,Ricky Rubio,25,76,76,2323,4.8,12.7,0.37,1.3,4.1,0.33,3.4,8.6,0.4,5.8,6.8,0.85,0.9,6.2,7.1,14.3,3.5,0.2,4.2,4.4,16.6,,110,107
2016,18,MIN,Zach LaVine,20,82,33,2294,9.5,21.1,0.45,2.7,6.9,0.39,6.8,14.1,0.48,3.5,4.5,0.79,0.6,4.4,5.0,5.5,1.5,0.4,3.4,4.2,25.3,,104,112
2016,18,MIN,Gorgui Dieng,26,82,39,2220,7.0,13.1,0.53,0.1,0.5,0.3,6.9,12.7,0.54,4.7,5.6,0.83,3.6,9.7,13.3,3.2,2.1,2.2,3.2,5.0,18.8,,113,106
2016,18,MIN,Shabazz Muhammad,23,82,0,1682,9.5,20.4,0.46,1.3,4.6,0.29,8.2,15.9,0.52,5.5,7.3,0.76,3.0,5.0,8.0,1.6,0.7,0.2,2.1,2.8,25.9,,110,114
2016,18,MIN,Tayshaun Prince,35,77,44,1462,3.5,7.9,0.44,0.1,0.8,0.17,3.4,7.1,0.48,0.4,0.7,0.68,1.1,4.0,5.1,2.5,1.2,0.4,0.9,2.1,7.6,,100,113
2016,18,MIN,Nemanja Bjelica,27,60,0,1075,5.2,11.0,0.47,2.3,5.9,0.38,2.9,5.2,0.56,1.9,2.6,0.73,2.3,7.5,9.8,3.9,1.2,1.0,2.2,7.2,14.4,,114,110
2016,18,MIN,Kevin Martin,32,39,12,834,7.6,20.2,0.38,2.3,6.2,0.37,5.3,14.0,0.38,7.6,8.6,0.88,0.6,4.3,4.9,2.8,1.0,0.1,2.5,4.1,25.1,,104,114
2016,18,MIN,Tyus Jones,19,37,0,573,4.9,13.7,0.36,1.4,4.7,0.3,3.5,9.1,0.39,2.5,3.4,0.72,0.6,3.5,4.1,9.5,2.7,0.3,2.9,2.9,13.7,,98,111
2016,18,MIN,Kevin Garnett,39,38,38,556,4.9,10.4,0.47,0.0,0.1,0.0,4.9,10.3,0.47,1.3,1.9,0.67,1.4,12.2,13.6,5.6,2.5,0.9,1.5,6.3,11.1,,107,105
2016,18,MIN,Adreian Payne,24,52,2,486,5.5,15.0,0.37,0.9,3.3,0.28,4.6,11.7,0.39,1.8,2.7,0.65,2.1,9.4,11.5,3.0,1.7,1.1,3.7,8.0,13.7,,81,108
2016,18,MIN,Andre Miller,39,26,0,280,6.5,10.4,0.62,0.2,0.7,0.25,6.3,9.7,0.65,2.7,3.4,0.79,1.1,3.2,4.3,10.4,1.6,0.0,4.5,5.8,15.8,,114,113
2016,18,MIN,Damjan RudeA,29,33,0,277,4.5,11.3,0.4,3.1,9.1,0.34,1.5,2.2,0.67,1.5,1.5,1.0,0.9,2.7,3.6,2.0,0.5,0.2,2.4,6.0,13.6,,102,116
2016,18,MIN,Greg Smith,25,18,0,192,4.7,8.4,0.56,0.0,0.0,,4.7,8.4,0.56,1.8,4.5,0.41,3.2,7.9,11.0,1.6,1.1,0.3,1.8,7.4,11.3,,105,111
2016,18,MIN,Nikola PekoviA,30,12,3,156,6.1,16.2,0.38,0.0,0.0,,6.1,16.2,0.38,5.2,6.5,0.8,2.3,4.5,6.8,3.6,0.3,0.0,2.9,7.1,17.4,,94,115
