PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
P.J. Tucker,30,82,80,2540,4.6,11.2,0.41100000000000003,1.3,4.0,0.33,3.3,7.2,0.455,2.0,2.7,0.746,3.2,6.7,9.8,3.4,2.0,0.4,2.1,3.9,12.5,,105,109
Devin Booker,19,76,51,2108,8.5,20.0,0.423,2.3,6.7,0.34299999999999997,6.2,13.4,0.46399999999999997,5.0,5.9,0.84,0.6,3.7,4.3,4.6,1.0,0.5,3.7,5.2,24.2,,102,112
Brandon Knight,24,52,50,1870,9.7,23.3,0.415,3.1,9.1,0.342,6.5,14.2,0.461,4.1,4.8,0.852,0.9,4.3,5.3,6.9,1.6,0.5,4.6,3.2,26.5,,100,111
Alex Len,22,78,46,1821,7.1,16.7,0.423,0.0,0.2,0.14300000000000002,7.0,16.5,0.426,4.7,6.4,0.728,4.8,11.1,15.9,2.6,1.0,1.7,3.9,6.2,18.8,,96,107
Mirza Teletović,30,79,1,1686,9.6,22.5,0.42700000000000005,5.2,13.3,0.39299999999999996,4.4,9.2,0.47600000000000003,3.5,4.5,0.774,1.6,7.1,8.7,2.6,0.9,0.6,2.4,4.6,27.9,,111,110
Tyson Chandler,33,66,60,1618,5.5,9.5,0.583,0.0,0.0,0.0,5.5,9.4,0.585,3.2,5.1,0.62,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,,114,107
Jon Leuer,26,67,27,1255,8.7,18.1,0.48100000000000004,1.6,4.3,0.382,7.1,13.8,0.511,3.0,3.9,0.762,3.0,11.5,14.5,2.8,1.5,1.2,2.9,4.9,22.0,,107,106
Ronnie Price,32,62,18,1211,4.7,12.1,0.384,2.7,7.9,0.34700000000000003,1.9,4.3,0.45299999999999996,1.2,1.6,0.7559999999999999,1.0,3.0,4.0,5.9,3.0,0.5,2.8,6.5,13.3,,102,108
Archie Goodwin,21,57,13,1114,7.7,18.5,0.41700000000000004,1.0,4.3,0.23199999999999998,6.7,14.1,0.474,5.7,8.4,0.674,1.2,5.0,6.2,5.2,1.2,0.6,4.4,3.7,22.1,,95,111
T.J. Warren,22,47,4,1070,10.1,20.1,0.501,1.3,3.2,0.4,8.8,16.9,0.52,2.0,2.9,0.703,2.6,4.1,6.7,2.0,1.7,0.7,1.5,4.3,23.4,,112,110
Eric Bledsoe,26,31,31,1059,10.3,22.6,0.45299999999999996,2.2,5.9,0.37200000000000005,8.1,16.7,0.48200000000000004,6.3,7.9,0.802,0.8,4.9,5.8,8.7,2.9,0.9,5.1,3.5,29.1,,107,107
Markieff Morris,26,37,24,917,9.1,22.9,0.397,1.2,4.0,0.289,7.9,18.9,0.42,3.5,4.9,0.7170000000000001,2.3,8.0,10.3,4.6,1.8,0.9,4.8,5.5,22.8,,89,108
Sonny Weems,29,36,0,421,4.1,10.3,0.39299999999999996,1.5,3.7,0.406,2.5,6.6,0.386,0.8,1.5,0.5379999999999999,0.7,4.1,4.7,5.4,1.2,0.1,4.3,4.6,10.4,,84,112
John Jenkins,24,22,2,287,7.1,15.3,0.467,2.2,5.4,0.406,4.9,9.8,0.5,2.0,2.5,0.8,0.7,5.3,5.9,4.4,0.8,0.2,2.7,1.9,18.5,,107,112
Chase Budinger,27,17,0,200,5.6,11.0,0.511,1.0,4.1,0.235,4.6,6.8,0.679,1.2,1.9,0.625,2.9,4.1,7.1,3.7,0.7,0.2,3.2,3.9,13.4,,104,113
Phil Pressey,24,9,0,113,3.9,9.9,0.391,0.0,2.2,0.0,3.9,7.8,0.5,1.7,3.0,0.5710000000000001,1.3,2.2,3.4,12.5,3.0,1.3,6.0,6.0,9.5,,86,108
Jordan McRae,24,7,0,82,6.5,15.4,0.423,1.8,6.5,0.273,4.8,8.9,0.5329999999999999,7.1,8.9,0.8,1.2,3.6,4.8,5.9,1.8,0.0,3.6,4.2,22.0,,111,111
Kris Humphries,30,4,3,74,6.6,23.7,0.278,2.0,6.6,0.3,4.6,17.1,0.26899999999999996,4.0,5.3,0.75,7.2,13.8,21.1,4.6,2.0,1.3,2.6,5.3,19.1,,91,104
Alan Williams,23,10,0,68,7.2,17.2,0.41700000000000004,0.0,0.0,,7.2,17.2,0.41700000000000004,6.4,10.0,0.643,10.0,17.2,27.2,3.6,2.9,3.6,4.3,10.7,20.8,,103,97
Lorenzo Brown,25,8,0,61,6.4,20.0,0.32,0.8,6.4,0.125,5.6,13.6,0.41200000000000003,2.4,3.2,0.75,0.0,5.6,5.6,8.8,2.4,0.8,7.2,3.2,16.0,,72,108
Cory Jefferson,25,8,0,50,8.8,21.4,0.409,0.0,1.0,0.0,8.8,20.5,0.429,3.9,5.8,0.667,5.8,9.7,15.6,0.0,0.0,1.0,0.0,7.8,21.4,,105,110
Orlando Johnson,26,2,0,47,5.2,17.6,0.294,1.0,5.2,0.2,4.1,12.4,0.33299999999999996,5.2,6.2,0.833,3.1,6.2,9.3,0.0,2.1,3.1,1.0,5.2,16.6,,92,105
Bryce Cotton,23,3,0,33,3.0,11.8,0.25,0.0,4.4,0.0,3.0,7.4,0.4,0.0,0.0,,0.0,0.0,0.0,4.4,4.4,0.0,7.4,3.0,5.9,,43,108
