Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2021,4,470,CHO,Charlotte Hornets,Vernon Carey Jr.,"February 25, 2001",19.0,NBA,C,3,0,6,8.1,24.2,0.33,0.0,8.1,0.0,8.1,16.1,0.5,8.1,16.1,0.5,16.1,8.1,24.2,8.1,0.0,8.1,0.0,0.0,24.2,,116,106
