Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,28,1951,TOR,Toronto Raptors,Alfonzo McKinnie,1992-09-17,25.0,NBA,SF,14.0,0.0,53.0,8.0,15.0,0.53,3.0,9.0,0.33,5.0,6.0,0.83,0.63,2.0,3.0,0.67,1.0,6.0,7.0,1.0,1.0,1.0,3.0,8.0,21.0
2019,10,1951,GSW,Golden State Warriors,Alfonzo McKinnie,1992-09-17,26.0,NBA,SF,72.0,5.0,1003.0,134.0,275.0,0.49,42.0,118.0,0.36,92.0,157.0,0.59,0.56,27.0,48.0,0.56,81.0,166.0,247.0,31.0,18.0,15.0,30.0,134.0,337.0
2020,6,1951,CLE,Cleveland Cavaliers,Alfonzo McKinnie,1992-09-17,27.0,NBA,SF,40.0,1.0,593.0,73.0,171.0,0.43,14.0,65.0,0.22,59.0,106.0,0.56,0.47,22.0,31.0,0.71,37.0,76.0,113.0,14.0,23.0,8.0,26.0,72.0,182.0
2021,14,1951,LAL,Los Angeles Lakers,Alfonzo McKinnie,1992-09-17,28.0,NBA,SF,23.0,0.0,122.0,22.0,40.0,0.55,8.0,19.0,0.42,14.0,21.0,0.67,0.65,5.0,8.0,0.62,8.0,18.0,26.0,2.0,2.0,0.0,2.0,13.0,57.0
