SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006 - 07,PHO,82,242.7,41.3,83.6,0.494,9.6,24.0,0.39899999999999997,31.7,59.6,0.532,18.0,22.3,0.8079999999999999,9.0,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2
