Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,22.0,IND,NBA,SF,44.0,413.0,4.6,0.387,0.278,0.132,3.6,8.1,5.9,14.7,2.3,0.4,19.1,19.8,,-0.9,0.3,-0.7,-0.079,,-5.8,-1.1,-6.8,-0.5
1991,23.0,IND,NBA,SF,74.0,1070.0,7.9,0.46,0.353,0.14,3.9,8.6,6.3,18.7,1.8,0.6,19.6,18.2,,-0.8,0.4,-0.4,-0.018,,-2.9,-1.4,-4.3,-0.6
1992,24.0,IND,NBA,SF,51.0,892.0,11.0,0.495,0.3,0.204,5.9,10.2,8.2,17.7,1.4,0.7,15.4,18.9,,0.3,0.5,0.9,0.046,,-0.8,-0.9,-1.7,0.1
1993,25.0,IND,NBA,SF,78.0,1500.0,11.2,0.496,0.345,0.194,4.4,10.5,7.5,18.0,1.8,0.5,15.8,19.1,,0.4,1.0,1.4,0.044,,-1.0,-0.6,-1.7,0.1
1995,27.0,DAL,NBA,SF,42.0,802.0,17.0,0.543,0.271,0.293,10.5,9.3,9.9,10.5,1.5,0.8,9.8,21.1,,1.8,0.4,2.3,0.137,,2.4,-0.9,1.5,0.7
1996,28.0,DAL,NBA,SF,79.0,2846.0,15.9,0.543,0.529,0.175,3.9,10.6,7.0,12.5,2.0,0.9,10.7,22.6,,4.2,1.6,5.8,0.098,,1.9,-0.6,1.4,2.4
1997,29.0,TOT,NBA,SF,64.0,1493.0,14.8,0.529,0.439,0.175,2.8,11.2,6.9,13.2,2.2,0.4,8.9,21.0,,1.9,1.3,3.2,0.102,,0.5,-0.2,0.3,0.9
1997,29.0,DAL,NBA,SF,41.0,1207.0,15.9,0.539,0.425,0.191,2.7,11.1,6.9,14.1,2.3,0.5,9.1,21.9,,1.8,1.0,2.7,0.109,,1.0,-0.2,0.9,0.9
1997,29.0,LAL,NBA,SF,23.0,286.0,9.9,0.475,0.51,0.094,2.8,11.5,7.2,9.3,1.7,0.0,8.3,17.1,,0.1,0.3,0.4,0.069,,-1.6,-0.5,-2.2,0.0
1998,30.0,PHO,NBA,SF,63.0,1213.0,12.7,0.507,0.487,0.119,4.4,16.2,10.5,10.8,2.3,0.8,12.3,19.2,,0.6,1.9,2.4,0.096,,-0.8,0.8,-0.1,0.6
1999,31.0,PHO,NBA,SF,48.0,1245.0,13.6,0.591,0.512,0.269,3.1,12.2,7.6,10.0,1.9,0.9,11.9,15.3,,2.3,1.0,3.3,0.127,,0.4,0.3,0.6,0.8
2001,33.0,DEN,NBA,SF,76.0,2007.0,12.9,0.496,0.357,0.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,,2.0,0.6,2.6,0.062,,-0.2,-0.8,-1.0,0.5
2002,34.0,DEN,NBA,SF,69.0,1830.0,9.8,0.466,0.385,0.283,4.0,12.1,7.8,17.9,1.7,0.8,18.2,19.4,,-0.7,0.8,0.1,0.003,,-2.5,-0.8,-3.3,-0.6
