Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",22.0,NBA,SF,62.0,,1636.0,13.5,26.7,0.5,0.0,0.2,0.0,13.5,26.6,0.51,3.9,4.8,0.81,3.5,5.8,9.2,3.6,1.8,0.3,3.6,5.4,30.8,,106.0,107.0
1981,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",23.0,NBA,SF,79.0,,2309.0,11.3,23.8,0.48,0.1,0.4,0.18,11.2,23.5,0.48,3.5,4.2,0.82,3.1,4.9,8.1,5.1,1.6,0.4,2.9,5.0,26.1,,110.0,110.0
1982,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",24.0,NBA,SF,76.0,8.0,1782.0,12.1,24.8,0.49,0.2,0.7,0.21,11.9,24.1,0.5,4.7,5.9,0.8,3.3,3.8,7.1,5.6,1.7,0.3,3.2,5.8,29.1,,112.0,109.0
1983,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",25.0,NBA,SF,67.0,57.0,2397.0,11.3,23.3,0.49,0.1,0.3,0.27,11.3,23.0,0.49,4.9,5.9,0.83,2.8,4.0,6.8,4.4,1.8,0.3,3.7,4.7,27.7,,107.0,109.0
1984,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",26.0,NBA,SF,79.0,76.0,2945.0,11.3,23.8,0.47,0.3,1.1,0.31,10.9,22.7,0.48,5.6,7.0,0.79,2.9,4.0,6.9,3.9,1.6,0.2,3.6,4.0,28.4,,108.0,111.0
1985,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",27.0,NBA,SF,78.0,77.0,3081.0,12.4,26.9,0.46,0.7,2.3,0.31,11.7,24.6,0.47,7.6,9.3,0.82,2.4,3.6,6.0,3.5,1.8,0.4,3.6,3.8,33.0,,110.0,114.0
1986,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",28.0,NBA,SF,64.0,63.0,2427.0,12.0,24.9,0.48,0.3,0.9,0.31,11.7,24.0,0.49,6.7,7.7,0.86,2.4,3.9,6.2,4.5,1.7,0.4,3.5,4.3,31.0,,112.0,113.0
1987,10,2617,GSW,Golden State Warriors,Purvis Short,"July 2, 1957",29.0,NBA,SF,34.0,15.0,950.0,11.9,24.9,0.48,0.2,0.8,0.24,11.7,24.0,0.49,6.8,7.9,0.86,2.7,4.1,6.8,4.3,2.2,0.3,3.4,5.1,30.9,,110.0,112.0
1988,11,2617,HOU,Houston Rockets,Purvis Short,"July 2, 1957",30.0,NBA,SG,81.0,11.0,1949.0,11.5,23.9,0.48,0.1,0.5,0.24,11.3,23.4,0.49,5.0,5.8,0.86,1.7,3.7,5.4,3.9,1.4,0.3,2.9,4.8,28.0,,109.0,109.0
1989,11,2617,HOU,Houston Rockets,Purvis Short,"July 2, 1957",31.0,NBA,SF,65.0,16.0,1157.0,8.1,19.6,0.41,0.4,1.3,0.27,7.7,18.2,0.42,3.1,3.6,0.86,2.6,4.6,7.3,4.4,1.8,0.5,2.9,4.7,19.6,,99.0,107.0
1990,3,2617,NJN,New Jersey Nets,Purvis Short,"July 2, 1957",32.0,NBA,SF,82.0,24.0,2213.0,9.4,20.8,0.46,0.2,0.8,0.29,9.2,20.0,0.46,4.3,5.2,0.84,2.2,3.2,5.4,3.2,1.4,0.4,2.6,4.4,23.4,,107.0,112.0
