PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Rick Fox,26.0,81.0,2588.0,0.45399999999999996,0.491,0.364,0.507,0.772,0.547,0.27399999999999997,0.293,98.0,101.0,99.0,102.0,104.0,101.0,83.0,146.0,15.4,9.9
Dino Radja,28.0,53.0,1984.0,0.5,0.5,,0.5,0.695,0.536,0.32299999999999995,0.0,108.0,103.0,,100.0,94.0,99.0,98.0,,2.2,-11.7
Dana Barros,28.0,80.0,2328.0,0.47,0.523,0.408,0.563,0.884,0.596,0.182,0.457,102.0,108.0,111.0,113.0,120.0,110.0,55.0,228.0,104.0,94.2
David Wesley,25.0,82.0,2104.0,0.45899999999999996,0.478,0.426,0.5379999999999999,0.753,0.585,0.391,0.37,99.0,98.0,116.0,108.0,102.0,108.0,119.0,185.0,57.9,73.8
Todd Day,26.0,71.0,1636.0,0.371,0.38799999999999996,0.34299999999999997,0.435,0.7659999999999999,0.493,0.35,0.371,80.0,80.0,93.0,87.0,104.0,91.0,106.0,186.0,-95.1,-84.1
Greg Minor,24.0,78.0,1761.0,0.5,0.511,0.259,0.505,0.7609999999999999,0.535,0.203,0.042,108.0,105.0,71.0,101.0,103.0,99.0,62.0,21.0,8.6,-9.7
Dee Brown,27.0,65.0,1591.0,0.39899999999999997,0.45,0.309,0.455,0.8540000000000001,0.507,0.257,0.35700000000000004,86.0,93.0,84.0,91.0,116.0,94.0,78.0,178.0,-54.4,-48.1
Eric Williams,23.0,64.0,1470.0,0.441,0.444,0.3,0.444,0.6709999999999999,0.506,0.546,0.018000000000000002,96.0,91.0,82.0,89.0,91.0,93.0,166.0,9.0,-59.6,-49.0
Eric Montross,24.0,61.0,1432.0,0.5670000000000001,0.5670000000000001,,0.5660000000000001,0.376,0.546,0.384,0.0,123.0,117.0,,114.0,51.0,101.0,117.0,,46.9,3.5
Pervis Ellison,28.0,69.0,1431.0,0.491,0.491,,0.49200000000000005,0.6409999999999999,0.527,0.397,0.0,106.0,101.0,,99.0,87.0,97.0,120.0,,-4.3,-10.6
Junior Burrough,23.0,61.0,495.0,0.377,0.377,,0.376,0.6559999999999999,0.44799999999999995,0.547,0.0,81.0,77.0,,75.0,89.0,83.0,166.0,,-41.6,-39.6
Alton Lister,37.0,57.0,647.0,0.49,0.49,,0.49,0.629,0.539,0.6459999999999999,0.0,106.0,101.0,,98.0,85.0,100.0,196.0,,-1.8,-0.6
Sherman Douglas,29.0,10.0,234.0,0.429,0.455,0.14300000000000002,0.435,0.625,0.48200000000000004,0.47600000000000003,0.083,93.0,94.0,39.0,87.0,84.0,89.0,145.0,42.0,-10.8,-12.1
Doug Smith,26.0,17.0,92.0,0.359,0.359,,0.359,0.625,0.38799999999999996,0.205,0.0,78.0,74.0,,72.0,84.0,72.0,62.0,,-10.9,-13.1
Thomas Hamilton,20.0,11.0,70.0,0.29,0.29,,0.29,0.389,0.321,0.581,0.0,63.0,60.0,,58.0,53.0,59.0,176.0,,-12.9,-17.2
Todd Mundt,25.0,9.0,33.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,,0.33299999999999996,0.0,0.0,72.0,69.0,,67.0,,62.0,,,-3.0,-3.8
Charles Claxton,25.0,3.0,7.0,0.5,0.5,,0.5,0.0,0.34700000000000003,1.0,0.0,108.0,103.0,,100.0,,64.0,304.0,,0.0,-1.1
Larry Sykes,22.0,1.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0
Team,,,,0.466,0.48700000000000004,0.379,0.503,0.711,0.541,0.32,0.195,101.0,100.0,103.0,101.0,96.0,100.0,97.0,97.0,51.2,-18.5
League Average,,,,0.462,0.486,0.36700000000000005,0.499,0.74,0.542,0.32899999999999996,0.2,,,,,,,,,,
