Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,16,866,MIA,Miami Heat,24.0,NBA,SF,62.0,3.0,1051.0,101.0,247.0,0.41,31.0,95.0,0.33,70.0,152.0,0.46,0.47,79.0,94.0,0.84,51.0,125.0,176.0,48.0,25.0,17.0,39.0,89.0,312.0
2016,31,866,TOT,Total After Trade,25.0,NBA,SF,22.0,5.0,329.0,54.0,113.0,0.48,26.0,58.0,0.45,28.0,55.0,0.51,0.59,25.0,34.0,0.74,21.0,21.0,42.0,21.0,16.0,5.0,19.0,28.0,159.0
2016,16,866,MIA,Miami Heat,25.0,NBA,SF,3.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,15,866,MEM,Memphis Grizzlies,25.0,NBA,SF,10.0,0.0,40.0,4.0,13.0,0.31,2.0,8.0,0.25,2.0,5.0,0.4,0.38,6.0,10.0,0.6,4.0,3.0,7.0,2.0,4.0,2.0,2.0,1.0,16.0
2016,19,866,NOP,New Orleans Pelicans,25.0,NBA,SF,9.0,5.0,282.0,50.0,100.0,0.5,24.0,50.0,0.48,26.0,50.0,0.52,0.62,19.0,24.0,0.79,17.0,18.0,35.0,18.0,12.0,3.0,17.0,26.0,143.0
2017,15,866,MEM,Memphis Grizzlies,26.0,NBA,SF,64.0,28.0,1501.0,146.0,321.0,0.46,51.0,137.0,0.37,95.0,184.0,0.52,0.53,86.0,110.0,0.78,69.0,190.0,259.0,64.0,46.0,19.0,59.0,165.0,429.0
2018,31,866,TOT,Total After Trade,27.0,NBA,SF,72.0,22.0,1604.0,182.0,384.0,0.47,51.0,153.0,0.33,131.0,231.0,0.57,0.54,97.0,116.0,0.84,73.0,151.0,224.0,71.0,47.0,18.0,56.0,134.0,512.0
2018,15,866,MEM,Memphis Grizzlies,27.0,NBA,SF,45.0,14.0,1053.0,108.0,222.0,0.49,30.0,84.0,0.36,78.0,138.0,0.56,0.55,64.0,73.0,0.88,53.0,104.0,157.0,49.0,32.0,12.0,38.0,81.0,310.0
2018,9,866,DET,Detroit Pistons,27.0,NBA,SF,27.0,8.0,551.0,74.0,162.0,0.46,21.0,69.0,0.3,53.0,93.0,0.57,0.52,33.0,43.0,0.77,20.0,47.0,67.0,22.0,15.0,6.0,18.0,53.0,202.0
2019,31,866,TOT,Total After Trade,28.0,NBA,SF,58.0,27.0,1230.0,138.0,294.0,0.47,55.0,156.0,0.35,83.0,138.0,0.6,0.56,58.0,81.0,0.72,60.0,122.0,182.0,41.0,41.0,23.0,34.0,150.0,389.0
2019,11,866,HOU,Houston Rockets,28.0,NBA,SF,40.0,25.0,949.0,104.0,211.0,0.49,44.0,120.0,0.37,60.0,91.0,0.66,0.6,42.0,58.0,0.72,37.0,80.0,117.0,27.0,38.0,16.0,23.0,111.0,294.0
2019,23,866,PHI,Philadelphia 76Ers,28.0,NBA,SF,18.0,2.0,281.0,34.0,83.0,0.41,11.0,36.0,0.31,23.0,47.0,0.49,0.48,16.0,23.0,0.7,23.0,42.0,65.0,14.0,3.0,7.0,11.0,39.0,95.0
2020,31,866,TOT,Total After Trade,29.0,NBA,"SF,SG",69.0,18.0,1265.0,160.0,359.0,0.45,55.0,169.0,0.32,105.0,190.0,0.55,0.52,79.0,98.0,0.81,71.0,174.0,245.0,63.0,35.0,22.0,58.0,137.0,454.0
2020,23,866,PHI,Philadelphia 76Ers,29.0,NBA,SF,49.0,0.0,776.0,100.0,226.0,0.44,37.0,106.0,0.35,63.0,120.0,0.52,0.52,48.0,61.0,0.79,48.0,102.0,150.0,41.0,23.0,14.0,31.0,85.0,285.0
2020,22,866,ORL,Orlando Magic,29.0,NBA,SG,20.0,18.0,489.0,60.0,133.0,0.45,18.0,63.0,0.29,42.0,70.0,0.6,0.52,31.0,37.0,0.84,23.0,72.0,95.0,22.0,12.0,8.0,27.0,52.0,169.0
2021,22,866,ORL,Orlando Magic,30.0,NBA,SF,10.0,9.0,202.0,20.0,48.0,0.42,6.0,18.0,0.33,14.0,30.0,0.47,0.48,4.0,4.0,1.0,10.0,18.0,28.0,14.0,8.0,4.0,10.0,19.0,50.0
