Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,23,32,PHI,Philadelphia 76Ers,23.0,NBA,PF,41,9,540,40,78,0.51,0,5,0.0,40,73,0.55,0.51,13,27,0.48,78,98,176,28,17,16,17,96,93
