Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2010,21,1185,OKC,Oklahoma City Thunder,James Harden,1989-08-26,20.0,NBA,SG,6.0,0.0,120.0,5.3,13.7,0.39,2.6,7.1,0.38,2.6,6.6,0.4,7.1,8.4,0.84,0.4,6.2,6.6,4.9,2.6,0.4,1.3,6.2,20.3,124.0,104.0
2011,21,1185,OKC,Oklahoma City Thunder,James Harden,1989-08-26,21.0,NBA,SG,17.0,0.0,537.0,6.5,13.7,0.48,2.3,7.5,0.3,4.2,6.2,0.68,6.5,7.9,0.82,1.0,8.0,9.0,6.0,2.1,1.3,2.8,4.7,21.8,126.0,106.0
2012,21,1185,OKC,Oklahoma City Thunder,James Harden,1989-08-26,22.0,NBA,SG,20.0,0.0,630.0,7.8,18.0,0.44,2.7,6.6,0.41,5.1,11.4,0.45,9.1,10.6,0.86,1.1,7.5,8.6,5.7,2.6,0.2,3.5,5.6,27.4,118.0,107.0
2013,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,23.0,NBA,SG,6.0,6.0,243.0,9.4,23.9,0.39,3.1,9.2,0.34,6.2,14.8,0.42,11.0,13.7,0.8,1.0,7.3,8.3,5.6,2.5,1.2,5.6,3.7,32.9,105.0,109.0
2014,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,24.0,NBA,SG,6.0,6.0,263.0,9.8,26.2,0.38,3.1,10.6,0.3,6.7,15.5,0.43,8.9,9.8,0.9,1.0,4.5,5.5,6.9,2.4,0.2,4.1,4.1,31.7,112.0,115.0
2015,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,25.0,NBA,SG,17.0,17.0,636.0,9.6,21.9,0.44,3.0,8.0,0.38,6.5,13.9,0.47,12.1,13.2,0.92,0.9,6.3,7.2,9.5,2.1,0.5,5.7,3.6,34.3,117.0,109.0
2016,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,26.0,NBA,SG,5.0,5.0,193.0,10.4,25.3,0.41,3.3,10.6,0.31,7.1,14.7,0.48,9.6,11.4,0.84,1.8,4.8,6.6,9.6,3.0,0.3,6.6,3.3,33.6,107.0,111.0
2017,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,27.0,NBA,PG,11.0,11.0,407.0,11.0,26.7,0.41,3.9,14.1,0.28,7.1,12.6,0.56,12.4,14.1,0.88,0.9,6.5,7.3,11.4,2.6,0.6,7.2,5.3,38.3,111.0,108.0
2018,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,28.0,NBA,SG,17.0,17.0,621.0,12.8,31.1,0.41,4.2,14.0,0.3,8.6,17.0,0.5,9.5,10.7,0.89,1.1,6.1,7.2,9.4,3.1,0.9,5.2,3.7,39.2,109.0,106.0
2019,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,29.0,NBA,PG,11.0,11.0,424.0,12.7,30.8,0.41,5.6,16.0,0.35,7.1,14.8,0.48,9.6,11.4,0.84,1.1,7.8,8.9,8.5,2.8,1.2,6.0,4.8,40.6,111.0,105.0
2020,11,1185,HOU,Houston Rockets,James Harden,1989-08-26,30.0,NBA,SG,12.0,12.0,448.0,11.8,24.8,0.48,4.2,12.7,0.33,7.6,12.1,0.63,10.6,12.6,0.84,1.3,6.0,7.3,10.0,2.0,1.1,4.9,4.7,38.6,122.0,107.0
