Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,5,CHI,Chicago Bulls,82,242.1,40.0,85.0,0.47,1.3,4.5,0.29,38.6,80.5,0.48,20.4,26.9,0.76,12.5,27.7,40.1,25.4,7.3,5.1,15.2,22.9,101.6
1988,6,CLE,Cleveland Cavaliers,82,241.2,41.3,86.6,0.48,1.5,4.9,0.32,39.7,81.7,0.49,19.6,24.9,0.79,14.1,27.5,41.6,24.3,8.4,5.5,17.5,24.6,103.7
1988,9,DET,Detroit Pistons,82,241.2,40.7,87.0,0.47,1.4,4.8,0.29,39.3,82.2,0.48,21.4,28.0,0.76,14.0,27.8,41.7,24.0,7.9,5.0,16.2,26.4,104.1
1988,1,ATL,Atlanta Hawks,82,241.2,39.5,84.0,0.47,1.7,5.0,0.34,37.9,79.0,0.48,23.5,30.2,0.78,14.1,28.7,42.8,24.1,7.8,4.3,16.1,24.5,104.3
1988,29,UTA,Utah Jazz,82,240.3,39.9,88.8,0.45,1.8,5.7,0.32,38.1,83.2,0.46,23.2,30.2,0.77,15.6,29.8,45.4,24.3,9.4,5.8,17.9,24.5,104.8
1988,7,DAL,Dallas Mavericks,82,240.9,42.3,90.1,0.47,2.0,6.3,0.32,40.3,83.8,0.48,18.3,23.9,0.77,14.6,27.2,41.9,27.3,7.5,5.3,15.0,24.4,104.9
1988,12,IND,Indiana Pacers,82,240.3,40.7,86.1,0.47,1.4,4.5,0.32,39.2,81.6,0.48,22.7,29.8,0.76,14.1,30.5,44.6,23.6,8.5,5.0,15.5,22.7,105.4
1988,17,MIL,Milwaukee Bucks,82,241.2,40.8,86.1,0.47,1.6,5.4,0.3,39.2,80.7,0.48,22.3,29.4,0.76,14.3,29.3,43.6,26.0,7.6,5.5,16.4,23.8,105.5
1988,20,NYK,New York Knicks,82,241.5,39.0,81.8,0.48,1.4,4.6,0.3,37.7,77.3,0.49,26.5,34.2,0.78,14.1,27.9,41.9,24.5,8.6,5.5,19.9,24.0,106.0
1988,30,WAB,Washington Bullets,82,242.4,42.2,88.2,0.48,1.6,4.8,0.33,40.6,83.5,0.49,20.4,27.4,0.74,15.0,28.8,43.8,26.0,8.4,6.4,16.9,24.0,106.3
1988,14,LAL,Los Angeles Lakers,82,241.5,43.3,91.1,0.48,1.6,5.4,0.3,41.7,85.7,0.49,18.8,24.6,0.76,14.3,27.4,41.8,26.8,8.9,4.8,15.2,23.7,107.0
1988,23,PHI,Philadelphia 76Ers,82,242.7,42.7,86.1,0.5,1.7,5.2,0.34,41.0,81.0,0.51,20.0,26.4,0.76,13.5,27.1,40.7,27.0,8.8,5.4,15.6,25.8,107.1
1988,11,HOU,Houston Rockets,82,240.0,42.1,90.5,0.46,1.3,4.8,0.28,40.8,85.7,0.48,22.0,28.7,0.77,15.4,30.6,45.9,23.8,9.0,4.5,17.1,24.5,107.6
1988,2,BOS,Boston Celtics,82,241.2,42.6,88.5,0.48,1.3,4.5,0.3,41.3,84.1,0.49,21.0,27.4,0.77,13.7,26.8,40.4,25.1,9.0,4.2,14.3,24.3,107.7
1988,3,NJN,New Jersey Nets,82,241.2,41.9,84.4,0.5,1.6,4.4,0.36,40.3,79.9,0.5,23.1,29.5,0.78,12.6,30.0,42.6,24.3,9.9,6.4,17.5,23.7,108.5
1988,13,LAC,Los Angeles Clippers,82,241.5,42.8,89.8,0.48,1.5,4.4,0.34,41.3,85.3,0.48,21.9,28.2,0.78,15.1,32.5,47.6,28.0,10.3,5.9,17.7,23.3,109.1
1988,21,SEA,Seattle Supersonics,82,242.1,40.2,82.9,0.48,1.6,4.9,0.32,38.6,78.0,0.5,27.3,36.5,0.75,13.8,28.1,41.9,24.0,7.4,5.2,18.7,23.9,109.3
1988,25,POR,Portland Trail Blazers,82,240.6,42.6,89.5,0.48,1.7,5.6,0.3,40.9,83.9,0.49,24.7,32.1,0.77,14.1,29.3,43.3,26.3,7.9,4.6,17.6,26.0,111.5
1988,8,DEN,Denver Nuggets,82,241.2,44.0,89.7,0.49,1.4,4.6,0.3,42.6,85.1,0.5,23.3,30.6,0.76,14.4,33.5,47.9,26.5,7.6,6.2,19.6,24.3,112.7
1988,24,PHO,Phoenix Suns,82,240.6,44.0,88.4,0.5,1.6,5.1,0.3,42.5,83.3,0.51,23.4,30.6,0.77,13.5,29.5,42.9,27.1,8.7,5.4,15.8,23.2,113.0
1988,26,SAC,Sacramento Kings,82,241.2,45.3,91.0,0.5,1.5,4.5,0.32,43.9,86.5,0.51,21.6,28.4,0.76,14.1,29.6,43.6,26.5,9.6,6.5,14.6,23.8,113.7
1988,10,GSW,Golden State Warriors,82,241.2,44.2,88.3,0.5,1.9,5.7,0.32,42.4,82.6,0.51,25.0,32.9,0.76,14.7,30.6,45.3,27.7,9.1,5.3,17.2,22.1,115.3
1988,27,SAS,San Antonio Spurs,82,241.5,47.0,93.6,0.5,1.9,5.5,0.35,45.0,88.1,0.51,22.6,29.1,0.78,15.8,30.6,46.4,30.1,8.4,6.5,17.4,24.0,118.5
