OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1999,1,ALT,50,241.5,32.0,77.5,0.41,3.8,12.7,0.3,28.2,64.8,0.44,15.7,21.5,0.73,11.6,27.4,39.0,17.9,7.6,4.9,13.5,24.0,83.4
1999,16,MIA,50,240.5,31.3,76.1,0.41,4.2,12.1,0.35,27.1,64.0,0.42,17.2,23.3,0.74,12.4,26.8,39.2,17.1,7.7,3.8,13.5,22.0,84.0
1999,27,SAS,50,241.5,32.6,81.2,0.4,3.4,11.2,0.3,29.2,70.0,0.42,16.1,23.0,0.7,13.9,28.1,42.1,18.8,8.7,4.9,14.6,23.0,84.7
1999,20,NYK,50,242.0,30.6,75.8,0.4,4.7,13.2,0.35,25.9,62.6,0.41,19.6,26.7,0.73,12.3,28.5,40.8,18.5,8.5,4.3,15.3,20.7,85.4
1999,29,UTA,50,243.5,31.9,77.3,0.41,4.3,13.3,0.32,27.6,63.9,0.43,18.7,26.0,0.72,12.7,25.9,38.6,18.1,8.6,5.3,14.9,26.2,86.8
1999,22,ORL,50,241.0,34.2,77.1,0.44,4.6,13.3,0.34,29.6,63.8,0.46,13.9,19.7,0.71,11.9,28.5,40.4,20.8,9.4,4.8,17.3,22.2,86.9
1999,9,DET,50,241.0,31.7,72.8,0.44,4.7,13.6,0.35,27.0,59.1,0.46,18.8,26.3,0.72,11.0,27.5,38.5,20.9,8.5,4.5,15.4,22.3,86.9
1999,23,PHI,50,243.0,32.0,75.7,0.42,4.8,14.3,0.34,27.2,61.4,0.44,18.8,25.8,0.73,12.4,28.0,40.4,20.0,8.7,5.3,17.9,23.7,87.6
1999,6,CLE,50,241.0,31.9,73.3,0.44,4.7,13.5,0.35,27.2,59.8,0.46,19.6,26.3,0.74,11.8,28.1,39.9,21.1,7.8,5.6,16.4,24.0,88.2
1999,25,POR,50,243.5,32.9,78.8,0.42,4.4,13.8,0.32,28.5,65.0,0.44,18.3,25.3,0.72,12.3,27.8,40.1,19.2,8.2,4.9,15.7,22.8,88.5
1999,17,MIL,50,241.0,32.0,74.9,0.43,5.4,16.3,0.33,26.6,58.6,0.45,20.6,27.4,0.75,13.1,28.0,41.1,20.4,8.0,3.9,16.6,20.4,90.0
1999,10,GSW,50,242.5,32.3,77.0,0.42,3.9,11.5,0.34,28.5,65.5,0.44,22.3,30.6,0.73,13.1,30.1,43.2,20.5,8.0,6.1,14.7,20.5,90.8
1999,12,IND,50,242.0,34.1,78.7,0.43,4.1,12.7,0.32,30.0,66.0,0.45,18.6,24.5,0.76,12.5,28.5,41.0,19.1,7.1,4.8,13.0,22.5,90.9
1999,5,CHI,50,241.5,34.5,75.7,0.46,4.2,12.2,0.34,30.3,63.5,0.48,18.3,24.9,0.73,11.0,31.4,42.4,22.0,8.9,5.7,15.6,21.5,91.4
1999,11,HOU,50,241.5,35.9,82.7,0.43,4.6,12.9,0.36,31.3,69.8,0.45,15.6,21.2,0.73,13.3,27.8,41.1,20.7,8.8,4.9,13.1,20.6,91.9
1999,18,MIN,50,240.5,33.6,76.5,0.44,4.3,13.1,0.33,29.3,63.4,0.46,21.1,29.4,0.72,11.8,31.3,43.1,22.3,7.3,5.2,16.7,20.3,92.6
1999,28,TOR,50,241.5,33.9,77.1,0.44,5.1,13.7,0.37,28.8,63.4,0.45,19.9,27.4,0.73,12.3,27.9,40.1,21.9,8.9,5.2,15.5,21.8,92.8
1999,4,CHO,50,243.0,34.8,80.1,0.43,4.2,12.7,0.33,30.5,67.3,0.45,19.2,26.1,0.73,13.1,29.8,42.9,21.8,8.9,4.6,15.2,23.0,93.0
1999,24,PHO,50,241.0,35.4,78.7,0.45,5.4,15.1,0.36,30.0,63.6,0.47,17.0,24.5,0.69,12.3,30.1,42.4,21.3,8.2,4.1,16.2,21.3,93.3
