Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,3,BRK,Brooklyn Nets,Brook Lopez,27.0,73,73.0,2457,591,1157,0.51,2,14,0.14,589,1143,0.52,0.51,317,403,0.79,204,369,573,147,58,124,175,215,1501,1774
2016,3,BRK,Brooklyn Nets,Thaddeus Young,27.0,73,73.0,2407,495,963,0.51,7,30,0.23,488,933,0.52,0.52,105,163,0.64,176,484,660,135,112,37,136,182,1102,3262
2016,3,BRK,Brooklyn Nets,Bojan Bogdanovic,26.0,79,39.0,2115,324,749,0.43,129,338,0.38,195,411,0.47,0.52,110,132,0.83,36,219,255,99,29,5,115,119,887,277
2016,3,BRK,Brooklyn Nets,Joe Johnson,34.0,57,57.0,1934,247,608,0.41,85,229,0.37,162,379,0.43,0.48,92,108,0.85,34,190,224,232,40,2,116,100,671,1493
2016,3,BRK,Brooklyn Nets,Shane Larkin,23.0,78,17.0,1751,222,502,0.44,39,108,0.36,183,394,0.46,0.48,83,107,0.78,28,152,180,342,95,12,146,121,566,1699
2016,3,BRK,Brooklyn Nets,Wayne Ellington,28.0,76,41.0,1615,218,561,0.39,96,268,0.36,122,293,0.42,0.47,54,63,0.86,20,154,174,83,48,5,45,82,586,845
2016,3,BRK,Brooklyn Nets,Donald Sloan,28.0,61,33.0,1318,154,350,0.44,38,99,0.38,116,251,0.46,0.49,78,104,0.75,17,156,173,268,32,4,80,73,424,2659
2016,3,BRK,Brooklyn Nets,Jarrett Jack,32.0,32,32.0,1027,140,358,0.39,31,102,0.3,109,256,0.43,0.43,100,112,0.89,9,127,136,236,34,7,94,77,411,1393
2016,3,BRK,Brooklyn Nets,Markel Brown,24.0,62,6.0,982,127,322,0.39,38,121,0.31,89,201,0.44,0.45,71,94,0.76,23,99,122,91,38,15,54,94,363,389
2016,3,BRK,Brooklyn Nets,Thomas Robinson,24.0,71,7.0,917,130,291,0.45,0,1,0.0,130,290,0.45,0.45,47,109,0.43,136,223,359,46,39,36,69,111,307,2487
2016,3,BRK,Brooklyn Nets,Andrea Bargnani,30.0,46,0.0,634,127,279,0.46,3,16,0.19,124,263,0.47,0.46,47,57,0.82,28,69,97,18,4,9,26,61,304,164
2016,3,BRK,Brooklyn Nets,Rondae Hollis-Jefferson,21.0,29,17.0,615,63,138,0.46,4,14,0.29,59,124,0.48,0.47,37,52,0.71,39,115,154,43,39,16,26,61,167,1314
2016,3,BRK,Brooklyn Nets,Sean Kilpatrick,26.0,23,0.0,534,115,249,0.46,35,97,0.36,80,152,0.53,0.53,53,59,0.9,10,40,50,26,10,2,27,30,318,1610
2016,3,BRK,Brooklyn Nets,Willie Reed,25.0,39,2.0,426,76,133,0.57,0,0,,76,133,0.57,0.57,30,55,0.55,49,73,122,10,6,30,16,47,182,2416
2016,3,BRK,Brooklyn Nets,Sergey Karasev,22.0,40,5.0,399,30,74,0.4,11,37,0.3,19,37,0.51,0.48,26,28,0.93,8,50,58,35,6,2,22,27,97,1581
2016,3,BRK,Brooklyn Nets,Chris McCullough,20.0,24,4.0,362,44,109,0.4,13,34,0.38,31,75,0.41,0.46,11,23,0.48,25,43,68,9,28,12,15,39,112,1914
2016,3,BRK,Brooklyn Nets,Henry Sims,25.0,14,4.0,263,33,77,0.43,0,0,,33,77,0.43,0.43,25,30,0.83,21,51,72,9,9,14,12,37,91,2644
