Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,21,SEA,Seattle Supersonics,Dennis Johnson,25,15,582,12.7,0.47,0.06,0.25,4.6,7.5,6.0,14.8,2.3,1.0,13.7,22.2,0.2,0.6,0.8,0.07,0.6,0.0,0.6,0.4
1980,21,SEA,Seattle Supersonics,Gus Williams,26,15,564,21.7,0.55,0.02,0.3,5.7,5.9,5.8,25.9,3.0,0.7,12.7,26.9,1.4,0.6,2.0,0.17,5.9,1.0,6.9,1.3
1980,21,SEA,Seattle Supersonics,Jack Sikma,24,15,534,11.9,0.47,0.01,0.33,6.1,20.0,12.9,14.5,1.6,0.5,15.8,17.1,0.2,0.7,0.9,0.08,-0.2,0.6,0.5,0.3
1980,21,SEA,Seattle Supersonics,John Johnson,32,15,486,13.8,0.53,0.01,0.23,9.8,13.3,11.5,26.0,0.8,0.3,24.3,19.5,0.3,0.4,0.7,0.07,1.8,-1.0,0.8,0.3
1980,21,SEA,Seattle Supersonics,Lonnie Shelton,24,15,469,14.2,0.53,0.01,0.35,8.1,21.3,14.6,7.9,2.4,1.4,18.0,18.0,0.2,0.8,1.0,0.1,0.1,1.1,1.2,0.4
1980,21,SEA,Seattle Supersonics,Fred Brown,31,15,313,14.8,0.49,0.19,0.12,5.5,7.8,6.6,17.7,0.3,0.2,10.7,28.1,0.3,0.2,0.5,0.07,2.8,-2.7,0.0,0.2
1980,21,SEA,Seattle Supersonics,Paul Silas,36,15,257,8.9,0.38,0.0,0.3,13.9,18.2,16.0,7.5,1.7,0.4,15.6,9.2,0.1,0.3,0.4,0.08,-0.6,0.1,-0.5,0.1
1980,21,SEA,Seattle Supersonics,Tom LaGarde,24,14,163,8.1,0.42,0.0,0.24,8.6,18.4,13.4,10.1,0.6,0.0,12.1,14.6,0.0,0.2,0.2,0.06,-2.2,-0.9,-3.1,0.0
1980,21,SEA,Seattle Supersonics,Wally Walker,25,13,157,12.9,0.59,0.0,0.69,10.3,9.9,10.1,6.2,0.3,1.1,9.9,13.2,0.4,0.1,0.5,0.15,1.6,-0.8,0.8,0.1
1980,21,SEA,Seattle Supersonics,James Bailey,22,12,138,14.1,0.52,0.0,0.46,6.3,13.7,9.9,5.3,3.2,3.7,14.6,18.4,0.1,0.2,0.3,0.11,-1.1,2.3,1.2,0.1
1980,21,SEA,Seattle Supersonics,Vinnie Johnson,23,5,12,11.7,0.33,0.0,0.0,0.0,18.5,9.1,22.2,4.1,0.0,0.0,10.3,0.0,0.0,0.0,0.11,-1.2,4.5,3.3,0.0
