Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,13,759,LAC,Los Angeles Clippers,20.0,NBA,PG,76.0,1237.0,12.6,0.51,0.22,0.49,0.8,7.3,4.1,23.7,1.8,0.6,17.6,20.0,0.8,0.7,1.4,0.06,-1.5,-0.9,-2.5,-0.2
2002,13,759,LAC,Los Angeles Clippers,21.0,NBA,PG,14.0,155.0,7.4,0.47,0.25,0.21,0.0,2.2,1.1,12.7,1.4,1.3,13.8,21.1,-0.1,0.0,0.0,-0.01,-4.0,-1.0,-5.0,-0.1
2003,13,759,LAC,Los Angeles Clippers,22.0,NBA,SG,55.0,969.0,9.6,0.49,0.42,0.17,1.1,7.3,4.2,15.7,1.3,0.4,14.5,19.3,0.2,0.2,0.3,0.02,-1.7,-1.3,-3.0,-0.2
2004,13,759,LAC,Los Angeles Clippers,23.0,NBA,PG,58.0,1137.0,10.0,0.46,0.13,0.27,1.7,6.3,4.0,19.4,2.1,0.4,14.2,17.9,0.2,0.1,0.3,0.01,-2.8,-1.1,-3.9,-0.6
2005,16,759,MIA,Miami Heat,24.0,NBA,PG,74.0,1184.0,10.1,0.49,0.22,0.32,1.1,7.5,4.4,17.0,1.7,0.7,14.2,18.0,0.2,1.3,1.5,0.06,-3.0,0.4,-2.7,-0.2
2006,22,759,ORL,Orlando Magic,25.0,NBA,PG,50.0,1137.0,12.6,0.51,0.11,0.3,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,0.3,0.8,1.1,0.05,-2.4,-0.3,-2.7,-0.2
2007,22,759,ORL,Orlando Magic,26.0,NBA,SG,66.0,1435.0,11.1,0.5,0.21,0.31,1.9,5.4,3.7,13.1,1.9,0.8,12.2,19.1,0.7,1.4,2.1,0.07,-1.6,0.4,-1.3,0.3
2008,22,759,ORL,Orlando Magic,27.0,NBA,PG,72.0,1334.0,14.1,0.57,0.15,0.46,0.6,7.8,4.4,16.0,1.4,0.3,10.7,19.6,2.4,1.2,3.7,0.13,-0.9,0.3,-0.6,0.5
2009,3,759,NJN,New Jersey Nets,28.0,NBA,PG,77.0,2074.0,13.6,0.56,0.39,0.26,1.4,7.6,4.5,21.3,1.8,0.3,13.6,17.4,2.8,0.9,3.7,0.08,0.2,-0.7,-0.5,0.7
2010,3,759,NJN,New Jersey Nets,29.0,NBA,PG,53.0,971.0,11.6,0.52,0.48,0.19,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,0.4,0.3,0.7,0.04,-1.2,-1.6,-2.8,-0.2
2011,17,759,MIL,Milwaukee Bucks,30.0,NBA,PG,80.0,1757.0,11.3,0.51,0.45,0.18,0.8,7.1,3.9,23.4,1.6,0.2,14.0,17.3,0.8,2.1,2.9,0.08,-1.4,0.2,-1.2,0.4
2012,2,759,BOS,Boston Celtics,31.0,NBA,SG,46.0,662.0,6.9,0.52,0.5,0.19,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,-0.2,0.8,0.6,0.04,-3.8,-0.5,-4.3,-0.4
2013,15,759,MEM,Memphis Grizzlies,32.0,NBA,PG,7.0,82.0,11.2,0.64,0.57,0.33,0.0,1.5,0.7,15.6,0.7,0.0,17.2,16.4,0.2,0.1,0.2,0.13,-1.2,-0.2,-1.4,0.0
