Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,23,2985,PHI,Philadelphia 76Ers,Nikola Vucevic,"October 24, 1990",21.0,NBA,C,51.0,812.0,14.3,0.46,0.03,0.12,12.0,21.7,16.8,6.2,1.3,3.1,9.7,19.6,0.2,1.6,1.8,0.11,-2.5,0.3,-2.2,0.0
2013,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",22.0,NBA,C,77.0,2559.0,17.8,0.53,0.0,0.14,12.0,28.4,20.2,9.3,1.2,2.4,13.0,19.3,2.8,2.9,5.7,0.11,0.0,-0.5,-0.5,0.9
2014,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",23.0,NBA,C,57.0,1812.0,18.8,0.54,0.0,0.2,11.5,27.6,19.5,10.2,1.7,2.0,12.9,21.8,1.8,2.6,4.4,0.12,0.1,0.0,0.1,1.0
2015,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",24.0,NBA,C,74.0,2529.0,21.5,0.55,0.0,0.18,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,4.5,2.5,7.0,0.13,2.0,-1.2,0.9,1.8
2016,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",25.0,NBA,C,65.0,2037.0,21.1,0.53,0.01,0.14,9.3,22.2,15.7,15.9,1.3,2.8,10.0,26.8,2.8,2.4,5.2,0.12,1.9,0.0,1.9,2.0
2017,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",26.0,NBA,C,75.0,2163.0,19.1,0.5,0.07,0.16,8.6,31.3,19.6,16.9,1.7,2.8,9.6,24.8,0.8,3.1,4.0,0.09,0.8,0.6,1.4,1.9
2018,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",27.0,NBA,C,57.0,1683.0,19.7,0.53,0.24,0.11,6.6,27.8,17.1,19.9,1.6,3.0,11.0,25.9,1.3,2.3,3.6,0.1,1.7,1.0,2.7,2.0
2019,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",28.0,NBA,C,80.0,2510.0,25.5,0.57,0.17,0.17,9.4,31.9,20.5,21.9,1.6,3.0,9.9,28.0,5.4,4.7,10.1,0.19,5.0,1.7,6.6,5.5
2020,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",29.0,NBA,C,62.0,1998.0,21.9,0.55,0.28,0.16,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,3.5,2.9,6.4,0.15,3.7,0.5,4.2,3.1
2021,22,2985,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",30.0,NBA,C,23.0,771.0,24.0,0.57,0.32,0.11,6.8,30.2,18.1,19.9,1.5,1.3,7.3,28.0,1.7,1.0,2.7,0.17,6.2,-0.2,5.9,1.6
