Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,19.0,NBA,SF,3.0,0.0,27.0,4.0,14.7,0.27,0.0,5.3,0.0,4.0,9.3,0.43,1.3,1.3,1.0,0.0,1.3,1.3,4.0,5.3,0.0,4.0,2.7,9.3
2006,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,20.0,NBA,SF,20.0,2.0,132.0,5.5,11.7,0.46,0.8,1.6,0.5,4.6,10.1,0.46,4.1,4.6,0.88,0.5,8.2,8.7,2.2,0.8,0.3,3.8,3.3,15.8
2007,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,21.0,NBA,SF,66.0,19.0,1292.0,4.5,10.1,0.44,0.1,0.9,0.15,4.4,9.2,0.48,1.8,2.4,0.74,1.1,6.5,7.6,2.6,1.1,1.3,1.8,3.1,11.0
2008,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,22.0,NBA,SF,44.0,34.0,1104.0,4.7,9.6,0.49,0.1,0.4,0.36,4.5,9.2,0.49,1.9,2.3,0.83,1.6,5.6,7.2,2.0,0.9,1.3,0.9,2.6,11.3
2009,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,23.0,NBA,SF,6.0,0.0,73.0,3.9,9.9,0.4,0.0,0.0,,3.9,9.9,0.4,1.0,3.0,0.33,1.0,8.9,9.9,1.0,1.0,0.0,3.0,3.9,8.9
2010,16,3250,MIA,Miami Heat,Dorell Wright,1985-12-02,24.0,NBA,SF,72.0,1.0,1496.0,4.7,10.1,0.46,1.5,3.8,0.39,3.2,6.3,0.51,1.5,1.7,0.88,1.2,4.5,5.7,2.2,1.3,0.8,1.3,2.3,12.3
2011,10,3250,GSW,Golden State Warriors,Dorell Wright,1985-12-02,25.0,NBA,SF,82.0,82.0,3147.0,5.5,13.1,0.42,2.2,5.9,0.38,3.3,7.2,0.46,2.1,2.6,0.79,1.0,3.9,4.9,2.8,1.4,0.7,1.5,2.0,15.4
2012,10,3250,GSW,Golden State Warriors,Dorell Wright,1985-12-02,26.0,NBA,SF,61.0,61.0,1650.0,4.8,11.5,0.42,2.3,6.4,0.36,2.6,5.1,0.5,1.7,2.1,0.82,1.3,4.8,6.1,2.1,1.3,0.6,1.1,2.1,13.7
2013,23,3250,PHI,Philadelphia 76Ers,Dorell Wright,1985-12-02,27.0,NBA,SF,79.0,8.0,1783.0,4.8,12.1,0.4,2.7,7.3,0.37,2.1,4.8,0.43,2.4,2.8,0.85,0.8,5.2,6.1,3.0,1.3,0.7,1.3,2.0,14.7
2014,25,3250,POR,Portland Trail Blazers,Dorell Wright,1985-12-02,28.0,NBA,SF,68.0,13.0,984.0,4.1,10.9,0.37,2.5,7.4,0.34,1.5,3.5,0.44,1.9,2.5,0.75,1.1,5.9,7.0,2.3,0.8,0.6,1.4,2.3,12.5
2015,25,3250,POR,Portland Trail Blazers,Dorell Wright,1985-12-02,29.0,NBA,SF,48.0,2.0,592.0,4.4,11.6,0.38,2.5,6.6,0.38,1.9,5.0,0.38,2.1,2.6,0.81,0.9,5.9,6.8,2.5,1.2,0.7,1.1,3.3,13.3
