Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,3,NJN,New Jersey Nets,John Bagley,27.0,82,74.0,2774,393,896,0.44,47,161,0.29,346,735,0.47,0.46,148,180,0.82,61,196,257,479,110,10,201,162,981
1988,3,NJN,New Jersey Nets,Buck Williams,27.0,70,70.0,2637,466,832,0.56,1,1,1.0,465,831,0.56,0.56,346,518,0.67,298,536,834,109,68,44,189,266,1279
1988,3,NJN,New Jersey Nets,Otis Birdsong,32.0,67,59.0,1882,337,736,0.46,9,25,0.36,328,711,0.46,0.46,47,92,0.51,73,94,167,222,54,11,129,143,730
1988,3,NJN,New Jersey Nets,Roy Hinson,26.0,48,47.0,1747,330,658,0.5,0,1,0.0,330,657,0.5,0.5,183,227,0.81,106,242,348,72,45,72,106,185,843
1988,3,NJN,New Jersey Nets,Tim McCormick,25.0,47,38.0,1513,277,510,0.54,0,2,0.0,277,508,0.55,0.54,108,162,0.67,97,226,323,92,18,15,76,159,662
1988,3,NJN,New Jersey Nets,Dudley Bradley,30.0,63,15.0,1432,156,364,0.43,37,101,0.37,119,263,0.45,0.48,74,97,0.76,25,101,126,150,114,43,88,170,423
1988,3,NJN,New Jersey Nets,Pearl Washington,24.0,68,10.0,1379,245,547,0.45,11,49,0.22,234,498,0.47,0.46,132,189,0.7,54,64,118,206,91,4,141,163,633
1988,3,NJN,New Jersey Nets,Dennis Hopson,22.0,61,19.0,1365,222,549,0.4,12,45,0.27,210,504,0.42,0.42,131,177,0.74,63,80,143,118,57,25,119,145,587
1988,3,NJN,New Jersey Nets,Mike Gminski,28.0,34,34.0,1194,215,474,0.45,0,2,0.0,215,472,0.46,0.45,143,166,0.86,82,238,320,55,28,33,83,78,573
1988,3,NJN,New Jersey Nets,Dallas Comegys,23.0,75,17.0,1122,156,363,0.43,0,1,0.0,156,362,0.43,0.43,106,150,0.71,54,164,218,65,36,70,116,175,418
1988,3,NJN,New Jersey Nets,Ben Coleman,26.0,27,10.0,657,116,240,0.48,0,2,0.0,116,238,0.49,0.48,65,84,0.77,58,115,173,39,28,16,72,110,297
1988,3,NJN,New Jersey Nets,Orlando Woolridge,28.0,19,12.0,622,110,247,0.44,0,2,0.0,110,245,0.45,0.44,92,130,0.71,31,60,91,71,13,20,48,73,312
1988,3,NJN,New Jersey Nets,Chris Engler,28.0,54,0.0,399,36,88,0.41,0,0,,36,88,0.41,0.41,31,35,0.89,32,66,98,15,9,6,29,73,103
1988,3,NJN,New Jersey Nets,Kevin McKenna,29.0,31,2.0,393,43,109,0.39,16,50,0.32,27,59,0.46,0.47,24,25,0.96,4,27,31,40,15,2,19,55,126
1988,3,NJN,New Jersey Nets,Adrian Branch,24.0,20,3.0,308,56,134,0.42,1,5,0.2,55,129,0.43,0.42,20,23,0.87,20,28,48,16,16,11,29,41,133
1988,3,NJN,New Jersey Nets,Duane Washington,23.0,15,0.0,156,18,42,0.43,2,4,0.5,16,38,0.42,0.45,16,20,0.8,5,17,22,34,12,0,9,23,54
1988,3,NJN,New Jersey Nets,Jamie Waller,23.0,9,0.0,91,16,40,0.4,0,2,0.0,16,38,0.42,0.4,10,18,0.56,9,4,13,3,4,1,11,13,42
1988,3,NJN,New Jersey Nets,Mike O'Koren,29.0,4,0.0,52,9,16,0.56,0,1,0.0,9,15,0.6,0.56,0,4,0.0,1,3,4,2,3,2,0,2,18
1988,3,NJN,New Jersey Nets,Ricky Wilson,23.0,6,0.0,47,7,11,0.64,1,1,1.0,6,10,0.6,0.68,6,11,0.55,1,0,1,6,6,0,4,6,21
1988,3,NJN,New Jersey Nets,Johnny Moore,29.0,1,0.0,10,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,1,2,1,0,0,3,0,0
1988,3,NJN,New Jersey Nets,Team Totals,,82,,19780,3208,6857,0.47,137,455,0.3,3071,6402,0.48,0.48,1682,2308,0.73,1075,2262,3337,1795,727,385,1503,2042,8235
