NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Mark Aguirre,SF,6-6,232,1959-12-10,US,7,DePaul
4,Steve Alford,PG,6-2,183,1964-11-23,US,1,Indiana
33,Uwe Blab,C,7-1,252,1962-03-26,DE,3,Indiana
22,Rolando Blackman,SG,6-6,190,1959-02-26,PA,7,Kansas State
4,Adrian Dantley,SF,6-5,208,1955-02-28,US,12,Notre Dame
15,Brad Davis,PG,6-3,180,1955-12-17,US,11,Maryland
40,James Donaldson,C,7-2,275,1957-08-16,GB,8,Washington State
12,Derek Harper,PG,6-4,185,1961-10-13,US,5,Illinois
21,Anthony Jones,SG,6-6,195,1962-09-13,US,1,"Georgetown, UNLV"
44,Sam Perkins,PF,6-9,235,1961-06-14,US,4,UNC
32,Detlef Schrempf,PF,6-10,235,1963-01-21,DE,3,Washington
42,Roy Tarpley,PF,6-11,230,1964-11-28,US,2,Michigan
41,Terry Tyler,SF,6-7,215,1956-10-30,US,10,Detroit Mercy
23,Bill Wennington,C,7-0,245,1963-04-26,CA,3,St. John's
20,Morlon Wiley,PG,6-4,185,1966-09-24,US,R,Cal State Long Beach
32,Herb Williams,C,6-10,242,1958-02-16,US,7,Ohio State
