NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
35,Richard Anderson,PF,6-10,240,1960-11-19,US,4,UC Santa Barbara
31,Sam Bowie,C,7-1,235,1961-03-17,US,3,Kentucky
24,Adrian Branch,SF,6-7,185,1963-11-17,US,2,Maryland
2,Mark Bryant,PF,6-9,245,1965-04-25,US,R,Seton Hall
22,Clyde Drexler,SG,6-7,210,1962-06-22,US,5,Houston
0,Kevin Duckworth,C,7-0,275,1964-04-01,US,2,Eastern Illinois University
32,Rolando Ferreira,C,7-1,240,1964-05-24,BR,R,Houston
33,Steve Johnson,C,6-10,235,1957-11-03,US,7,Oregon State
27,Caldwell Jones,PF,6-11,217,1950-08-04,US,15,Albany State University
25,Jerome Kersey,SF,6-7,215,1962-06-26,US,4,Longwood University
10,Craig Neal,PG,6-5,165,1964-02-16,US,R,Georgia Tech
30,Terry Porter,PG,6-3,195,1963-04-08,US,3,University of Wisconsin-Stevens Point
14,Jerry Sichting,PG,6-1,168,1956-11-29,US,8,Purdue
7,Brook Steppe,PG,6-5,195,1959-11-07,US,4,Georgia Tech
55,Kiki Vandeweghe,PF,6-8,220,1958-08-01,DE,8,UCLA
11,Clinton Wheeler,PG,6-1,185,1959-10-27,US,1,William Paterson University
21,Danny Young,PG,6-3,175,1962-07-26,US,4,Wake Forest
