NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
41,Thurl Bailey,SF,6-11,215,1961-04-07,US,5,NC State
40,Mike Brown,C,6-9,257,1963-07-19,US,2,George Washington
53,Mark Eaton,C,7-4,275,1957-01-24,US,6,UCLA
30,Jim Farmer,SG,6-4,190,1964-09-23,US,1,Alabama
35,Darrell Griffith,SG,6-4,190,1958-06-16,US,7,Louisville
20,Bob Hansen,SG,6-6,190,1961-01-18,US,5,Iowa
43,Marc Iavaroni,PF,6-8,210,1956-09-15,US,6,Virginia
11,Bart Kofoed,SG,6-4,210,1964-03-24,US,1,"Hastings College, University of Nebraska at Kearney"
45,Eric Leckner,C,6-11,265,1966-05-27,US,R,Wyoming
25,Jim Les,PG,5-11,165,1963-08-18,US,R,"Cleveland State University, Bradley"
32,Karl Malone,PF,6-9,250,1963-07-24,US,3,Louisiana Tech
44,José Ortiz,PF,6-10,225,1963-10-25,PR,R,Oregon State
33,Scott Roth,SF,6-8,212,1963-06-03,US,1,Wisconsin
12,John Stockton,PG,6-1,170,1962-03-26,US,4,Gonzaga
22,Eric White,SF,6-8,200,1965-12-30,US,1,Pepperdine
