NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
6,Walter Berry,PF,6-8,215,1964-05-14,US,2,St. John's
35,Tony Brown,SG,6-6,185,1960-07-29,US,3,Arkansas
3,Derrick Chievous,SF,6-7,195,1967-07-03,US,R,Missouri
21,Sleepy Floyd,PG,6-3,170,1960-03-06,US,6,Georgetown
1,Buck Johnson,SF,6-7,190,1964-01-03,US,2,Alabama
15,Frank Johnson,PG,6-1,185,1958-11-23,US,7,Wake Forest
30,Allen Leavell,SG,6-1,170,1957-05-27,US,9,Oklahoma City University
40,Tim McCormick,C,6-11,240,1962-03-10,US,4,Michigan
52,Chuck Nevitt,C,7-5,217,1959-06-13,US,5,NC State
34,Hakeem Olajuwon,C,7-0,255,1963-01-21,NG,4,Houston
10,Purvis Short,SF,6-7,210,1957-07-02,US,10,Jackson State University
25,Bernard Thompson,PF,6-6,210,1962-08-30,US,4,Fresno State
33,Otis Thorpe,PF,6-9,225,1962-08-05,US,4,Providence
42,Mike Woodson,SG,6-5,195,1958-03-24,US,8,Indiana
