NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
23,Mark Aguirre,SF,6-6,232,1959-12-10,US,7,DePaul
45,Adrian Dantley,SF,6-5,208,1955-02-28,US,12,Notre Dame
50,Darryl Dawkins,C,6-11,251,1957-01-11,US,13,
34,Fennis Dembo,SF,6-5,215,1966-01-24,US,R,Wyoming
4,Joe Dumars,SG,6-3,190,1963-05-24,US,3,McNeese State University
53,James Edwards,C,7-0,225,1955-11-22,US,11,Washington
35,Steve Harris,SG,6-5,195,1963-10-15,US,3,Tulsa
15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,9,Baylor
40,Bill Laimbeer,C,6-11,245,1957-05-19,US,8,Notre Dame
25,John Long,SG,6-5,195,1956-08-28,US,10,Detroit Mercy
44,Rick Mahorn,PF,6-10,240,1958-09-21,US,8,Hampton
12,Pace Mannion,SF,6-7,190,1960-09-22,US,5,Utah
10,Dennis Rodman,SF,6-7,210,1961-05-13,US,2,Southeastern Oklahoma State University
41,Jim Rowinski,PF,6-8,250,1961-01-04,US,R,Purdue
22,John Salley,PF,6-11,230,1964-05-16,US,2,Georgia Tech
11,Isiah Thomas,PG,6-1,180,1961-04-30,US,7,Indiana
24,Micheal Williams,PG,6-2,175,1966-07-23,US,R,Baylor
