SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1989,10,GSW,4,Steve Alford,PG,6-2,183,1964-11-23,US,1,Indiana
1989,10,GSW,10,Manute Bol,C,7-7,200,1962-10-16,SS,3,University of Bridgeport
1989,10,GSW,32,Tellis Frank,PF,6-10,225,1965-04-26,US,1,Western Kentucky
1989,10,GSW,12,Winston Garland,PG,6-2,170,1964-12-19,US,1,Missouri State University
1989,10,GSW,44,Orlando Graham,PF,6-8,220,1965-05-05,US,R,"West Texas A&M University, Auburn University at Montgomery"
1989,10,GSW,22,Rod Higgins,PF,6-7,200,1960-01-31,US,6,Fresno State
1989,10,GSW,31,Shelton Jones,SF,6-9,210,1966-04-06,US,R,St. John's
1989,10,GSW,30,Ben McDonald,PF,6-8,210,1962-07-20,US,3,"University of California, Irvine"
1989,10,GSW,17,Chris Mullin,SF,6-6,200,1963-07-30,US,3,St. John's
1989,10,GSW,23,Mitch Richmond,SG,6-5,215,1965-06-30,US,R,Kansas State
1989,10,GSW,50,Ralph Sampson,C,7-4,228,1960-07-07,US,5,Virginia
1989,10,GSW,13,Larry Smith,PF,6-8,215,1958-01-18,US,8,Alcorn State
1989,10,GSW,18,Otis Smith,SG,6-5,210,1964-01-30,US,2,Jacksonville University
1989,10,GSW,30,John Starks,SG,6-3,180,1965-08-10,US,R,Oklahoma State
1989,10,GSW,25,John Stroeder,PF,6-10,260,1958-07-24,US,1,Montana
1989,10,GSW,20,Terry Teagle,SF,6-5,195,1960-04-10,US,6,Baylor
1989,10,GSW,33,Jerome Whitehead,C,6-10,220,1956-09-30,US,10,Marquette
