Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,31,2894,TOT,Total After Trade,23.0,NBA,PG,13.0,0.0,230.0,5.6,13.2,0.42,0.6,2.0,0.3,5.0,11.2,0.45,4.2,6.2,0.68,0.6,4.4,5.0,5.2,1.2,0.0,4.4,4.8,16.0,,92.0,110.0
1986,1,2894,ATL,Atlanta Hawks,23.0,NBA,PG,3.0,0.0,24.0,4.0,14.0,0.29,0.0,0.0,,4.0,14.0,0.29,2.0,2.0,1.0,0.0,4.0,4.0,0.0,2.0,0.0,6.0,12.0,10.0,,52.0,107.0
1986,24,2894,PHO,Phoenix Suns,23.0,NBA,PG,10.0,0.0,206.0,5.8,13.1,0.44,0.7,2.2,0.3,5.1,10.9,0.47,4.4,6.7,0.67,0.7,4.4,5.1,5.8,1.1,0.0,4.2,4.0,16.7,,96.0,110.0
1988,20,2894,NYK,New York Knicks,25.0,NBA,PG,21.0,0.0,139.0,7.3,16.7,0.44,1.7,4.9,0.36,5.6,11.9,0.47,3.5,3.8,0.91,1.0,1.7,2.8,8.4,3.1,0.3,4.2,7.0,19.9,,107.0,107.0
1989,12,2894,IND,Indiana Pacers,26.0,NBA,PG,2.0,0.0,9.0,5.4,26.9,0.2,0.0,16.1,0.0,5.4,10.8,0.5,0.0,5.4,0.0,5.4,5.4,10.8,0.0,0.0,0.0,10.8,5.4,10.8,,37.0,115.0
1990,31,2894,TOT,Total After Trade,27.0,NBA,PG,64.0,9.0,968.0,4.5,12.9,0.35,1.2,3.2,0.36,3.3,9.6,0.34,3.4,4.3,0.81,0.7,2.4,3.1,8.9,1.7,0.0,3.8,5.4,13.6,,96.0,114.0
1990,1,2894,ATL,Atlanta Hawks,27.0,NBA,PG,32.0,0.0,286.0,5.3,12.6,0.42,1.2,2.3,0.54,4.0,10.3,0.39,3.7,4.4,0.84,0.5,1.9,2.5,9.1,1.8,0.0,3.7,6.1,15.4,,108.0,115.0
1990,26,2894,SAC,Sacramento Kings,27.0,NBA,PG,32.0,9.0,682.0,4.1,13.0,0.32,1.2,3.6,0.32,3.0,9.3,0.32,3.3,4.2,0.79,0.8,2.5,3.3,8.9,1.7,0.0,3.8,5.2,12.8,,91.0,113.0
1994,6,2894,CLE,Cleveland Cavaliers,31.0,NBA,PG,12.0,0.0,64.0,1.6,9.8,0.17,0.0,0.8,0.0,1.6,9.0,0.18,1.6,1.6,1.0,0.8,1.6,2.5,9.0,0.0,0.0,4.1,6.5,4.9,,66.0,113.0
