PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Norm Nixon,28,82,3053,16.9,0.501,0.036000000000000004,0.213,2.1,5.4,3.8,41.1,1.5,0.1,15.6,21.5,,5.1,0.3,5.4,0.085,,3.1,-2.2,0.8,2.2
Terry Cummings,22,81,2907,19.8,0.5379999999999999,0.002,0.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,,5.7,1.8,7.5,0.12300000000000001,,2.0,-1.6,0.4,1.8
James Donaldson,26,82,2525,15.3,0.648,0.0,0.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,,3.9,1.9,5.8,0.11,,0.5,0.3,0.8,1.8
Greg Kelser,26,80,1783,14.6,0.578,0.01,0.59,12.0,12.9,12.4,6.8,1.8,1.0,20.4,21.3,,1.6,1.0,2.5,0.068,,-0.5,-1.0,-1.5,0.2
Craig Hodges,23,76,1571,8.7,0.484,0.08,0.154,1.6,4.6,3.1,9.8,1.8,0.0,12.2,17.7,,0.2,0.3,0.5,0.015,,-3.7,-0.9,-4.5,-1.0
Bill Walton,31,55,1476,17.9,0.57,0.004,0.297,10.2,26.4,18.3,17.1,1.4,3.3,23.2,20.6,,0.7,1.6,2.3,0.07400000000000001,,0.9,1.6,2.6,1.7
Michael Brooks,25,47,1405,14.0,0.518,0.011000000000000001,0.33899999999999997,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,,1.6,0.8,2.4,0.081,,0.4,-0.7,-0.3,0.6
Derek Smith,22,61,1297,14.0,0.591,0.013999999999999999,0.374,4.7,10.1,7.4,8.6,1.2,0.9,13.3,18.0,,2.3,0.4,2.6,0.098,,-0.2,-0.5,-0.7,0.4
Ricky Pierce,24,69,1280,13.2,0.53,0.016,0.304,5.2,6.7,6.0,6.6,1.0,0.6,11.1,22.6,,1.7,0.1,1.8,0.067,,-1.1,-1.9,-3.0,-0.3
Jerome Whitehead,27,70,921,12.2,0.551,0.0,0.364,11.6,18.5,15.1,2.7,0.9,0.7,14.7,17.3,,1.1,0.4,1.5,0.08,,-2.1,-1.6,-3.8,-0.4
Billy McKinney,28,80,843,11.7,0.478,0.006999999999999999,0.151,0.9,6.3,3.6,25.1,1.5,0.0,12.9,17.6,,0.7,0.1,0.9,0.049,,-1.5,-1.3,-2.8,-0.2
Hank McDowell,24,57,611,9.6,0.469,0.015,0.284,11.7,17.0,14.4,7.7,1.1,0.2,18.1,17.6,,-0.1,0.3,0.1,0.009000000000000001,,-2.7,-1.7,-4.4,-0.4
Rory White,24,6,19,7.6,0.444,0.0,0.0,12.0,11.9,11.9,0.0,0.0,0.0,10.0,21.0,,0.0,0.0,0.0,-0.02,,-4.4,-0.5,-4.9,0.0
Hutch Jones,24,4,18,-8.4,0.105,0.0,1.3330000000000002,0.0,0.0,0.0,0.0,2.6,0.0,29.6,15.0,,-0.1,0.0,-0.1,-0.321,,-5.1,-0.4,-5.5,-0.1
Linton Townes,24,2,17,9.6,0.429,0.0,0.0,0.0,6.6,3.3,7.9,2.8,6.4,12.5,18.7,,0.0,0.0,0.0,-0.002,,-4.2,0.3,-3.9,0.0
Kevin Loder,24,1,4,-3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.018000000000000002,,-4.7,0.0,-4.7,0.0
