SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1984,26,KCK,Eddie Johnson,24,82,2920,16.6,0.53,0.04,0.21,6.3,11.5,8.9,16.0,1.2,0.4,11.1,26.3,,3.4,2.2,5.6,0.09,,1.3,-1.3,0.0,1.5
1984,26,KCK,Larry Drew,25,73,2363,16.5,0.51,0.01,0.3,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,,2.6,2.0,4.6,0.09,,1.3,-0.5,0.8,1.7
1984,26,KCK,Mark Olberding,27,81,2160,11.5,0.59,0.0,0.63,6.2,17.5,11.7,11.5,1.1,0.7,20.5,15.1,,2.0,2.1,4.1,0.09,,-1.8,0.4,-1.4,0.3
1984,26,KCK,LaSalle Thompson,22,80,1915,16.9,0.56,0.0,0.35,15.2,27.3,21.1,6.3,1.7,4.3,18.6,19.0,,1.5,3.3,4.9,0.12,,-1.3,1.1,-0.1,0.9
1984,26,KCK,Billy Knight,31,75,1885,14.3,0.56,0.02,0.39,5.3,10.2,7.7,12.1,1.3,0.2,15.4,21.5,,2.0,1.4,3.4,0.09,,0.2,-1.0,-0.8,0.6
1984,26,KCK,Mike Woodson,25,71,1838,15.9,0.54,0.01,0.37,3.8,7.1,5.4,14.0,2.1,0.9,10.8,23.3,,2.6,1.6,4.2,0.11,,0.4,0.1,0.5,1.2
1984,26,KCK,Joe Meriweather,30,73,1501,10.9,0.57,0.0,0.34,8.3,18.7,13.4,4.5,1.1,2.3,16.6,13.4,,1.2,1.7,2.9,0.09,,-2.7,0.5,-2.3,-0.1
1984,26,KCK,Don Buse,33,76,1327,13.4,0.49,0.17,0.23,2.4,7.6,5.0,29.4,3.0,0.0,18.3,14.4,,0.8,1.4,2.2,0.08,,0.0,1.0,1.0,1.0
1984,26,KCK,Ed Nealy,23,71,960,9.2,0.57,0.0,0.48,8.5,18.0,13.2,6.3,2.0,0.5,17.8,7.8,,0.9,1.1,2.0,0.1,,-2.1,1.4,-0.7,0.3
1984,26,KCK,Reggie Theus,26,30,897,15.3,0.51,0.07,0.45,3.6,7.0,5.3,33.4,1.5,0.6,17.3,25.1,,0.6,0.6,1.2,0.06,,0.8,-1.3,-0.5,0.3
1984,26,KCK,Steve Johnson,26,50,893,15.2,0.57,0.0,0.52,11.8,20.6,16.1,10.4,1.1,3.0,20.0,23.6,,0.2,1.2,1.4,0.08,,-2.6,0.5,-2.0,0.0
1984,26,KCK,Dane Suttle,22,40,469,15.3,0.55,0.01,0.22,5.0,6.2,5.6,14.9,2.0,0.0,12.0,22.9,,0.6,0.3,0.9,0.09,,0.0,-0.4,-0.4,0.2
1984,26,KCK,Larry Micheaux,23,39,332,16.1,0.56,0.0,0.43,13.5,25.6,19.4,7.7,3.0,1.9,16.4,15.5,,0.3,0.6,0.9,0.13,,-0.6,1.3,0.7,0.3
1984,26,KCK,Dave Robisch,34,8,162,9.4,0.44,0.0,0.27,8.3,12.2,10.2,4.8,0.9,0.3,0.0,13.3,,0.2,0.1,0.3,0.08,,-1.9,-0.8,-2.7,0.0
1984,26,KCK,Kevin Loder,24,10,133,9.9,0.49,0.07,0.3,5.9,9.6,7.7,14.1,1.1,2.1,18.4,18.0,,0.0,0.1,0.1,0.02,,-2.4,0.0,-2.4,0.0
