Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",20.0,NBA,C,62.0,1482.0,15.6,0.62,0.0,0.5,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,2.5,1.5,3.9,0.13,-1.1,0.0,-1.2,0.3
2014,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",21.0,NBA,C,81.0,2282.0,16.1,0.58,0.0,0.38,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,3.5,3.2,6.7,0.14,-0.6,-0.7,-1.3,0.4
2015,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",22.0,NBA,C,80.0,2096.0,20.6,0.62,0.0,0.42,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,5.8,2.4,8.2,0.19,1.4,-0.9,0.5,1.3
2016,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",23.0,NBA,C,60.0,1557.0,22.6,0.61,0.0,0.4,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,6.9,0.21,2.1,-0.5,1.7,1.4
2017,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",24.0,NBA,C,80.0,2066.0,20.1,0.6,0.0,0.31,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,4.9,3.0,7.9,0.18,1.1,-0.8,0.3,1.2
2018,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",25.0,NBA,C,77.0,1727.0,22.5,0.63,0.11,0.31,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,4.6,3.0,7.6,0.21,2.4,0.0,2.4,1.9
2019,31,2948,TOT,Total After Trade,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,49.0,1091.0,24.4,0.62,0.09,0.34,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.18,2.2,0.4,2.6,1.3
2019,28,2948,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,30.0,564.0,24.4,0.64,0.12,0.36,10.6,30.2,20.6,8.5,1.1,3.4,11.5,25.9,1.6,1.1,2.6,0.22,2.3,0.8,3.2,0.7
2019,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,19.0,527.0,24.4,0.59,0.06,0.33,10.9,32.7,21.6,15.7,0.6,5.4,13.8,31.4,0.7,0.9,1.5,0.14,2.1,0.0,2.1,0.5
2020,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",27.0,NBA,C,70.0,1845.0,22.2,0.63,0.12,0.27,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,4.2,2.8,7.0,0.18,2.1,0.2,2.4,2.0
2021,15,2948,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",28.0,NBA,C,21.0,577.0,21.9,0.63,0.09,0.34,13.3,31.4,22.1,11.1,1.0,2.4,14.3,23.2,1.3,0.7,2.0,0.16,1.4,-0.8,0.6,0.4
