PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Larry Bird,26,79,2982,24.1,0.561,0.052000000000000005,0.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,,8.4,5.6,14.0,0.225,,5.4,2.1,7.5,7.2
Robert Parish,29,78,2459,23.0,0.5820000000000001,0.001,0.345,11.4,24.6,18.1,8.4,1.5,3.3,12.5,23.6,,6.2,4.6,10.8,0.21100000000000002,,3.5,0.8,4.3,3.9
Kevin McHale,25,82,2345,17.6,0.573,0.001,0.301,9.9,15.4,12.7,6.1,0.7,4.5,13.6,19.6,,4.1,3.4,7.5,0.154,,0.9,0.7,1.6,2.1
Cedric Maxwell,27,79,2252,14.7,0.578,0.002,0.52,8.9,11.2,10.1,10.5,1.3,1.0,16.8,17.0,,4.0,2.5,6.6,0.14,,1.0,0.0,1.0,1.7
Danny Ainge,23,80,2048,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,,2.8,2.4,5.2,0.121,,-1.0,1.2,0.2,1.2
Tiny Archibald,34,66,1811,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,,1.7,1.2,2.9,0.077,,0.0,-2.0,-2.0,0.0
Quinn Buckner,28,72,1565,11.5,0.465,0.006999999999999999,0.209,4.3,8.5,6.4,22.6,3.2,0.2,20.6,19.3,,-0.7,2.2,1.6,0.048,,-2.6,1.1,-1.4,0.2
Gerald Henderson,27,82,1551,12.1,0.496,0.026000000000000002,0.215,4.0,4.6,4.3,16.7,2.8,0.1,15.9,20.3,,0.5,1.8,2.3,0.073,,-2.1,0.6,-1.5,0.2
M.L. Carr,32,77,883,9.7,0.475,0.06,0.257,6.2,10.4,8.3,10.3,2.5,0.6,18.4,19.1,,-0.4,1.2,0.8,0.046,,-3.6,0.7,-2.9,-0.2
Rick Robey,27,59,855,8.6,0.493,0.0,0.364,10.0,17.5,13.8,9.3,0.7,0.5,22.5,14.7,,-0.1,1.0,0.9,0.049,,-3.2,-0.3,-3.5,-0.3
Charles Bradley,23,51,532,8.7,0.42700000000000005,0.017,0.511,6.1,9.6,7.9,6.5,2.8,2.8,16.3,19.0,,-0.6,0.9,0.2,0.02,,-4.1,1.5,-2.6,-0.1
Scott Wedman,30,40,503,10.3,0.479,0.049,0.146,6.2,9.5,7.9,8.2,1.8,0.7,12.8,19.5,,0.1,0.6,0.7,0.063,,-3.0,-0.1,-3.1,-0.1
Darren Tillis,22,15,44,1.5,0.312,0.043,0.261,9.8,12.1,11.0,5.9,0.0,2.5,13.5,26.4,,-0.2,0.0,-0.1,-0.147,,-5.7,-0.9,-6.6,-0.1
