PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Buck Williams,22,82,2961,18.6,0.611,0.004,0.573,14.1,25.0,19.6,5.9,1.4,2.2,17.7,18.4,,5.5,5.9,11.4,0.185,,1.6,0.4,2.0,3.0
Darwin Cook,24,82,2625,14.3,0.494,0.039,0.245,3.2,7.1,5.2,23.6,3.4,1.1,17.9,19.9,,1.3,4.7,6.0,0.11,,-0.4,2.0,1.7,2.4
Albert King,23,79,2447,15.6,0.508,0.019,0.185,7.3,13.6,10.5,18.2,1.8,1.0,15.6,25.2,,1.7,3.9,5.7,0.11199999999999999,,0.3,0.3,0.5,1.6
Darryl Dawkins,26,81,2093,13.2,0.619,0.0,0.384,6.9,15.6,11.3,7.8,1.5,4.2,26.4,20.0,,0.0,4.0,4.0,0.092,,-2.9,2.1,-0.8,0.6
Otis Birdsong,27,62,1885,15.1,0.521,0.006999999999999999,0.174,3.2,5.7,4.5,19.1,2.1,0.5,11.3,21.1,,2.6,2.6,5.2,0.132,,0.4,0.6,1.0,1.4
Foots Walker,31,79,1388,11.4,0.5479999999999999,0.048,0.596,2.5,8.5,5.5,23.5,2.6,0.1,24.8,11.9,,1.3,2.2,3.4,0.11800000000000001,,-1.6,1.8,0.2,0.8
Mike Gminski,23,80,1255,18.4,0.5720000000000001,0.002,0.528,14.0,20.3,17.2,6.7,1.3,5.4,19.4,20.4,,1.7,2.6,4.3,0.166,,0.5,1.5,2.1,1.3
Micheal Ray Richardson,27,31,1002,14.2,0.469,0.052000000000000005,0.196,7.8,9.1,8.5,25.9,3.7,0.9,20.2,20.7,,0.0,1.9,1.9,0.092,,-0.6,2.3,1.7,0.9
Mickey Johnson,30,42,1001,16.1,0.483,0.034,0.405,7.5,17.6,12.7,20.8,2.6,1.2,17.2,27.7,,0.3,2.0,2.3,0.111,,-0.4,1.2,0.8,0.7
Len Elmore,30,74,975,8.2,0.441,0.004,0.344,9.5,18.0,13.8,5.1,2.1,2.3,22.8,14.7,,-1.0,1.9,0.9,0.045,,-4.0,1.4,-2.6,-0.2
Mike O'Koren,24,46,803,13.4,0.55,0.035,0.185,6.0,10.0,8.0,14.2,2.4,0.8,18.1,16.7,,0.7,1.3,2.0,0.11800000000000001,,-0.1,1.5,1.3,0.7
Sleepy Floyd,22,43,494,12.1,0.479,0.065,0.20800000000000002,3.7,5.9,4.8,19.3,1.8,1.1,14.5,21.9,,0.2,0.7,0.9,0.08900000000000001,,-1.4,0.2,-1.2,0.1
Eddie Phillips,21,48,416,7.5,0.46399999999999997,0.013999999999999999,0.428,7.4,13.4,10.5,9.2,1.6,1.1,23.4,20.2,,-0.6,0.7,0.1,0.011000000000000001,,-4.6,-0.1,-4.7,-0.3
Phil Ford,26,7,163,9.1,0.596,0.028999999999999998,0.28600000000000003,0.0,4.8,2.4,30.4,1.7,0.0,34.8,14.6,,0.0,0.2,0.2,0.057,,-2.7,-0.3,-2.9,-0.1
Bill Willoughby,25,10,84,4.7,0.402,0.034,0.069,2.7,12.0,7.4,12.5,0.5,0.7,14.3,16.3,,-0.1,0.1,0.0,0.021,,-4.5,-0.1,-4.7,-0.1
Jan van Breda Kolff,31,13,63,8.6,0.451,0.0,0.429,3.6,19.5,11.7,9.8,1.5,1.9,15.3,12.3,,0.0,0.1,0.1,0.095,,-3.8,0.7,-3.1,0.0
James Bailey,25,6,50,5.0,0.53,0.0,0.111,6.9,6.7,6.8,5.6,0.9,1.2,24.1,19.6,,0.0,0.1,0.0,0.018000000000000002,,-4.9,-0.1,-5.0,-0.1
