Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,12,535,IND,Indiana Pacers,Rakeem Christmas,"December 1, 1991",24.0,NBA,PF,1,0,6,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0
2017,12,535,IND,Indiana Pacers,Rakeem Christmas,"December 1, 1991",25.0,NBA,PF,29,0,219,3.1,7.1,0.44,0.0,0.0,,3.1,7.1,0.44,3.5,4.8,0.72,4.3,4.9,9.2,0.7,0.5,1.0,1.3,6.1,9.7
