Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,21.0,NBA,PF,9,9,374,7.0,13.5,0.52,0.0,0.1,0.0,7.0,13.4,0.52,3.9,5.8,0.67,1.9,5.9,7.8,1.6,0.5,2.2,2.4,2.3,17.9
1999,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,22.0,NBA,PF,17,17,733,7.1,13.8,0.51,0.0,0.1,0.0,7.1,13.7,0.52,5.3,7.0,0.75,2.7,6.9,9.6,2.4,0.6,2.2,2.6,2.5,19.4
2001,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,24.0,NBA,PF,13,13,526,8.2,16.8,0.49,0.1,0.1,1.0,8.1,16.8,0.49,5.2,8.1,0.64,3.7,9.2,12.9,3.4,1.0,2.4,3.4,2.9,21.7
2002,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,25.0,NBA,PF,9,9,380,7.8,17.1,0.45,0.1,0.3,0.33,7.7,16.9,0.46,7.9,9.6,0.82,2.7,9.7,12.3,4.3,0.6,3.7,3.5,2.1,23.5
2003,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,26.0,NBA,PF,24,24,1021,7.7,14.5,0.53,0.0,0.2,0.0,7.7,14.3,0.54,5.5,8.2,0.68,3.4,9.6,13.0,4.5,0.5,2.8,2.7,2.8,20.9
2004,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,27.0,NBA,PF,10,10,405,7.4,14.1,0.52,0.0,0.1,0.0,7.4,14.0,0.52,4.9,7.7,0.63,2.9,7.1,10.0,2.8,0.7,1.8,3.7,3.0,19.6
2005,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,28.0,NBA,PF,23,23,869,8.2,17.6,0.46,0.0,0.2,0.2,8.1,17.4,0.47,6.1,8.5,0.72,3.6,8.2,11.8,2.6,0.3,2.2,2.6,2.7,22.5
2006,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,29.0,NBA,PF,13,13,493,8.8,15.4,0.57,0.0,0.1,0.0,8.8,15.3,0.58,6.9,9.6,0.72,2.4,7.6,10.0,3.1,0.8,1.8,2.5,3.7,24.5
2007,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,30.0,NBA,C,20,20,736,8.5,16.3,0.52,0.0,0.0,,8.5,16.3,0.52,4.7,7.3,0.64,3.6,7.6,11.2,3.2,0.6,3.0,2.9,2.9,21.7
2008,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,31.0,NBA,C,17,17,666,7.3,16.3,0.45,0.1,0.3,0.2,7.2,16.0,0.45,3.9,6.2,0.63,3.3,10.1,13.4,3.0,0.8,1.9,2.2,2.2,18.5
2009,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,32.0,NBA,C,5,5,164,9.0,16.9,0.53,0.0,0.0,,9.0,16.9,0.53,3.7,6.1,0.61,2.6,6.1,8.8,3.5,0.7,1.3,1.5,2.4,21.7
2010,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,33.0,NBA,C,10,10,373,7.5,14.5,0.52,0.1,0.2,0.5,7.4,14.3,0.52,3.2,6.7,0.48,2.9,6.7,9.6,2.5,0.8,1.6,2.3,2.6,18.3
2011,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,34.0,NBA,C,6,6,212,5.6,11.7,0.48,0.0,0.0,,5.6,11.7,0.48,1.7,2.7,0.62,2.7,8.0,10.7,2.7,0.5,2.5,3.1,2.9,12.9
2012,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,35.0,NBA,C,14,14,463,7.9,15.9,0.5,0.0,0.1,0.0,7.9,15.8,0.5,3.2,4.5,0.71,2.5,7.7,10.2,3.0,0.8,2.3,1.6,2.3,18.9
2013,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,36.0,NBA,C,21,21,735,7.4,15.7,0.47,0.0,0.0,0.0,7.4,15.7,0.47,3.9,4.8,0.81,2.6,7.8,10.5,2.0,0.9,1.7,2.1,2.6,18.7
2014,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,37.0,NBA,C,23,23,752,7.1,13.6,0.52,0.0,0.1,0.0,7.1,13.5,0.53,3.6,4.8,0.76,3.1,7.0,10.1,2.2,0.3,1.4,1.2,2.5,17.9
2015,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,38.0,NBA,C,7,7,250,7.6,13.0,0.59,0.0,0.1,0.0,7.6,12.8,0.6,2.7,4.9,0.56,2.7,8.5,11.2,3.3,1.3,1.4,1.0,3.7,18.0
2016,27,802,SAS,San Antonio Spurs,Tim Duncan,1976-04-25,39.0,NBA,C,10,10,218,3.6,8.6,0.42,0.0,0.0,,3.6,8.6,0.42,2.5,3.5,0.71,1.7,6.3,7.9,2.3,0.3,2.1,1.7,3.0,9.7
