Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
12,1997,Reggie Miller,"August 24, 1965",1308,1223,44632,7775,16458,0.47,2395,6082,0.39,5380,10376,0.52,0.55,5864,6620,0.89,833,3110,3943,3954,1420,274,2280,2604,23809,1
