SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,15,MEM,Shane Battier,26,80,2516,14.8,0.56,0.29,0.37,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,4.4,3.4,7.8,0.15,1.1,1.3,2.4,2.8
2005,15,MEM,Lorenzen Wright,29,80,2287,13.9,0.5,0.0,0.29,9.3,22.8,16.1,6.7,1.4,2.4,11.5,17.9,1.3,3.8,5.2,0.11,-1.6,0.4,-1.2,0.5
2005,15,MEM,Mike Miller,24,76,2278,16.7,0.61,0.42,0.2,1.9,13.8,7.9,17.8,1.3,0.8,13.2,19.8,4.5,2.6,7.0,0.15,2.4,0.4,2.9,2.8
2005,15,MEM,Jason Williams,29,71,1952,15.4,0.52,0.51,0.16,1.2,6.3,3.7,35.6,2.1,0.2,15.9,19.8,2.5,1.9,4.3,0.11,2.1,-0.7,1.4,1.7
2005,15,MEM,Earl Watson,25,80,1808,13.1,0.5,0.29,0.25,2.3,8.5,5.4,34.2,2.5,0.8,21.4,20.4,0.1,2.2,2.3,0.06,-0.9,0.2,-0.7,0.6
2005,15,MEM,Pau Gasol,24,56,1790,22.5,0.58,0.01,0.53,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,4.1,2.8,6.8,0.18,2.9,1.1,4.0,2.7
2005,15,MEM,Bonzi Wells,28,69,1489,15.9,0.52,0.17,0.3,4.0,14.4,9.2,10.2,3.1,1.4,11.4,25.0,0.6,2.5,3.1,0.1,-0.8,1.4,0.6,1.0
2005,15,MEM,Brian Cardinal,27,58,1433,14.0,0.51,0.29,0.42,5.3,13.5,9.4,13.3,3.3,1.0,14.0,19.6,1.1,2.4,3.5,0.12,-1.2,2.1,0.9,1.0
2005,15,MEM,James Posey,28,50,1382,10.5,0.5,0.5,0.31,3.9,15.0,9.5,10.3,1.9,1.3,14.6,16.2,0.4,1.9,2.3,0.08,-1.6,0.9,-0.7,0.5
2005,15,MEM,Stromile Swift,25,60,1279,16.7,0.52,0.01,0.45,8.7,16.9,12.8,6.2,1.7,5.7,13.3,24.9,0.6,2.3,2.9,0.11,-2.4,1.1,-1.3,0.2
2005,15,MEM,Dahntay Jones,24,52,649,9.6,0.53,0.32,0.34,2.0,10.7,6.4,5.5,1.1,1.3,11.7,18.0,0.2,0.6,0.9,0.07,-3.0,-0.3,-3.4,-0.2
2005,15,MEM,Ryan Humphrey,25,35,317,10.2,0.43,0.02,0.36,19.0,13.9,16.5,3.3,1.7,0.2,16.2,21.2,-0.3,0.4,0.1,0.01,-3.9,-2.3,-6.2,-0.3
2005,15,MEM,Jake Tsakalidis,25,31,278,11.8,0.54,0.0,0.28,9.1,15.0,12.1,6.0,0.6,4.5,14.3,14.2,0.3,0.4,0.6,0.11,-2.9,1.1,-1.8,0.0
2005,15,MEM,Antonio Burks,24,24,219,12.8,0.53,0.18,0.32,0.5,6.0,3.3,21.9,3.2,0.4,14.9,17.3,0.2,0.3,0.5,0.1,-2.5,2.3,-0.2,0.1
2005,15,MEM,Andre Emmett,22,8,28,0.9,0.43,0.0,0.83,0.0,8.5,4.3,0.0,0.0,0.0,10.9,15.5,0.0,0.0,0.0,-0.04,-9.3,-2.5,-11.8,-0.1
