PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shai Gilgeous-Alexander,20.0,82,73.0,2174,341,716,0.47600000000000003,51,139,0.36700000000000005,290,577,0.503,0.512,156,195,0.8,57,175,232,270,96,45,141,175,889
Montrezl Harrell,25.0,82,5.0,2158,546,888,0.615,3,17,0.17600000000000002,543,871,0.623,0.617,266,414,0.643,184,351,535,162,71,110,132,255,1361
Patrick Beverley,30.0,78,49.0,2137,194,477,0.40700000000000003,112,282,0.397,82,195,0.42100000000000004,0.524,96,123,0.78,76,312,388,300,67,43,85,265,596
Danilo Gallinari,30.0,68,68.0,2059,409,884,0.46299999999999997,161,372,0.433,248,512,0.484,0.5539999999999999,367,406,0.904,54,363,417,178,49,23,99,129,1346
Lou Williams,32.0,75,1.0,1993,484,1138,0.425,105,291,0.361,379,847,0.447,0.47100000000000003,425,485,0.8759999999999999,40,182,222,402,57,11,181,80,1498
Tobias Harris,26.0,55,55.0,1903,424,855,0.496,112,258,0.434,312,597,0.523,0.561,192,219,0.877,37,395,432,150,40,24,109,123,1152
Avery Bradley,28.0,49,49.0,1463,161,420,0.38299999999999995,58,172,0.337,103,248,0.415,0.452,20,25,0.8,35,96,131,96,27,16,61,133,400
Marcin Gortat,34.0,47,43.0,751,99,186,0.532,0,0,,99,186,0.532,0.532,35,48,0.7290000000000001,67,194,261,65,6,24,50,92,233
Mike Scott,30.0,52,0.0,748,92,230,0.4,52,133,0.391,40,97,0.41200000000000003,0.513,12,18,0.667,24,150,174,44,17,8,27,88,248
Landry Shamet,21.0,25,23.0,694,87,210,0.414,68,151,0.45,19,59,0.322,0.5760000000000001,31,39,0.795,7,49,56,58,13,2,19,49,273
Tyrone Wallace,24.0,62,0.0,628,92,217,0.424,4,19,0.21100000000000002,88,198,0.444,0.433,30,57,0.526,20,81,101,42,21,7,36,83,218
Ivica Zubac,21.0,26,25.0,524,100,186,0.5379999999999999,0,0,,100,186,0.5379999999999999,0.5379999999999999,44,60,0.733,61,139,200,38,10,24,37,64,244
Garrett Temple,32.0,26,6.0,510,42,106,0.396,16,54,0.29600000000000004,26,52,0.5,0.47200000000000003,23,31,0.742,10,54,64,37,26,5,16,70,123
JaMychal Green,28.0,24,2.0,471,79,164,0.48200000000000004,33,80,0.413,46,84,0.5479999999999999,0.5820000000000001,17,21,0.81,32,125,157,14,12,8,23,70,208
Boban Marjanović,30.0,36,9.0,376,85,140,0.607,0,2,0.0,85,138,0.616,0.607,72,95,0.758,55,97,152,22,11,17,37,57,242
Jerome Robinson,21.0,33,0.0,320,44,110,0.4,18,57,0.316,26,53,0.491,0.48200000000000004,6,9,0.667,3,38,41,19,11,3,13,46,112
Sindarius Thornwell,24.0,64,1.0,313,17,49,0.34700000000000003,3,15,0.2,14,34,0.41200000000000003,0.37799999999999995,25,34,0.735,5,39,44,18,14,7,20,41,62
Wilson Chandler,31.0,15,1.0,226,23,66,0.348,13,40,0.325,10,26,0.385,0.447,5,7,0.7140000000000001,4,43,47,10,3,3,7,29,64
Johnathan Motley,23.0,22,0.0,156,39,73,0.534,0,3,0.0,39,70,0.557,0.534,24,40,0.6,18,33,51,11,5,3,16,27,102
Miloš Teodosić,31.0,15,0.0,150,17,40,0.425,10,27,0.37,7,13,0.5379999999999999,0.55,4,7,0.5710000000000001,3,13,16,32,3,1,21,27,48
Luc Mbah a Moute,32.0,4,0.0,61,8,18,0.444,2,6,0.33299999999999996,6,12,0.5,0.5,2,5,0.4,2,5,7,2,1,1,2,8,20
Danilo Gallinari,24.0,2,0.0,15,1,5,0.2,0,0,,1,5,0.2,0.2,1,2,0.5,2,2,4,0,1,0,0,2,3
Team Totals,,82,,19830,3384,7178,0.47100000000000003,821,2118,0.38799999999999996,2563,5060,0.507,0.529,1853,2340,0.792,796,2936,3732,1970,561,385,1193,1913,9442
