Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,21,806,SEA,Seattle Supersonics,19.0,NBA,SG,80.0,80.0,34.6,7.3,17.1,0.43,0.7,2.6,0.29,6.6,14.5,0.46,0.45,4.9,5.6,0.87,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3
2009,21,806,OKC,Oklahoma City Thunder,20.0,NBA,SF,74.0,74.0,39.0,8.9,18.8,0.48,1.3,3.1,0.42,7.6,15.7,0.49,0.51,6.1,7.1,0.86,1.0,5.5,6.5,2.8,1.3,0.7,3.0,1.8,25.3
2010,21,806,OKC,Oklahoma City Thunder,21.0,NBA,SF,82.0,82.0,39.5,9.7,20.3,0.48,1.6,4.3,0.36,8.1,16.1,0.51,0.51,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1
2011,21,806,OKC,Oklahoma City Thunder,22.0,NBA,SF,78.0,78.0,38.9,9.1,19.7,0.46,1.9,5.3,0.35,7.3,14.4,0.5,0.51,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7
2012,21,806,OKC,Oklahoma City Thunder,23.0,NBA,SF,66.0,66.0,38.6,9.7,19.7,0.5,2.0,5.2,0.39,7.7,14.4,0.54,0.55,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0
2013,21,806,OKC,Oklahoma City Thunder,24.0,NBA,SF,81.0,81.0,38.5,9.0,17.7,0.51,1.7,4.1,0.42,7.3,13.6,0.54,0.56,8.4,9.3,0.9,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1
2014,21,806,OKC,Oklahoma City Thunder,25.0,NBA,SF,81.0,81.0,38.5,10.5,20.8,0.5,2.4,6.1,0.39,8.1,14.8,0.55,0.56,8.7,9.9,0.87,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0
2015,21,806,OKC,Oklahoma City Thunder,26.0,NBA,SF,27.0,27.0,33.8,8.8,17.3,0.51,2.4,5.9,0.4,6.4,11.4,0.56,0.58,5.4,6.3,0.85,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4
2016,21,806,OKC,Oklahoma City Thunder,27.0,NBA,SF,72.0,72.0,35.8,9.7,19.2,0.5,2.6,6.7,0.39,7.1,12.5,0.57,0.57,6.2,6.9,0.9,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,28.2
2017,10,806,GSW,Golden State Warriors,28.0,NBA,PF,62.0,62.0,33.4,8.9,16.5,0.54,1.9,5.0,0.38,7.0,11.5,0.61,0.59,5.4,6.2,0.88,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1
2018,10,806,GSW,Golden State Warriors,29.0,NBA,SF,68.0,68.0,34.2,9.3,18.0,0.52,2.5,6.1,0.42,6.7,11.9,0.56,0.59,5.3,5.9,0.89,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4
2019,10,806,GSW,Golden State Warriors,30.0,NBA,SF,78.0,78.0,34.6,9.2,17.7,0.52,1.8,5.0,0.35,7.5,12.8,0.59,0.57,5.7,6.5,0.88,0.4,5.9,6.4,5.9,0.7,1.1,2.9,2.0,26.0
2021,3,806,BRK,Brooklyn Nets,32.0,NBA,PF,12.0,12.0,36.3,10.4,19.5,0.53,2.8,6.1,0.47,7.6,13.4,0.56,0.61,7.6,8.8,0.87,0.4,7.1,7.5,6.0,0.8,1.3,3.7,2.1,31.3
