SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,11,HOU,James Harden,28,17,17,36.5,9.3,22.6,0.41,3.1,10.2,0.3,6.2,12.4,0.5,0.48,6.9,7.8,0.89,0.8,4.4,5.2,6.8,2.2,0.6,3.8,2.7,28.6
2018,11,HOU,Chris Paul,32,15,15,34.5,7.9,17.1,0.46,2.5,6.6,0.37,5.4,10.5,0.51,0.53,2.9,3.5,0.83,0.6,5.3,5.9,5.8,2.0,0.3,1.9,3.1,21.1
2018,11,HOU,Trevor Ariza,32,17,17,34.2,2.9,8.2,0.36,1.5,5.4,0.29,1.4,2.8,0.5,0.45,1.4,1.8,0.74,0.5,3.3,3.8,1.3,1.1,0.1,0.6,2.6,8.8
2018,11,HOU,P.J. Tucker,32,17,17,33.5,3.1,6.4,0.48,2.1,4.4,0.47,1.0,1.9,0.52,0.64,0.7,1.1,0.67,1.4,5.2,6.5,1.3,0.6,0.8,0.8,2.7,8.9
2018,11,HOU,Eric Gordon,29,17,2,32.3,4.9,13.0,0.38,2.5,7.6,0.33,2.4,5.4,0.45,0.48,3.0,3.6,0.84,0.5,2.1,2.6,1.6,0.6,0.5,1.4,1.7,15.4
2018,11,HOU,Clint Capela,23,17,17,30.6,5.6,8.5,0.66,0.0,0.0,,5.6,8.5,0.66,0.66,1.5,3.2,0.47,3.6,8.0,11.6,1.3,0.8,2.1,0.9,2.2,12.7
2018,11,HOU,Luc Mbah a Moute,31,9,0,16.6,1.0,4.0,0.25,0.3,1.7,0.2,0.7,2.3,0.29,0.29,0.4,0.8,0.57,0.3,2.1,2.4,0.3,0.7,0.4,0.7,0.9,2.8
2018,11,HOU,Gerald Green,32,17,0,16.0,2.2,5.5,0.39,1.6,4.2,0.38,0.6,1.3,0.46,0.54,0.4,0.4,0.86,0.4,2.6,2.9,0.1,0.2,0.4,0.6,1.6,6.3
2018,11,HOU,Nene Hilario,35,11,0,9.7,1.1,1.8,0.6,0.0,0.0,,1.1,1.8,0.6,0.6,0.6,1.0,0.64,0.5,2.0,2.5,0.5,0.2,0.5,0.7,1.6,2.8
2018,11,HOU,Ryan Anderson,29,11,0,8.6,0.6,1.8,0.35,0.5,1.4,0.33,0.2,0.5,0.4,0.48,0.0,0.0,,0.4,0.8,1.2,0.5,0.3,0.1,0.3,0.9,1.7
2018,11,HOU,Joe Johnson,36,8,0,6.8,0.8,2.1,0.35,0.0,0.4,0.0,0.8,1.8,0.43,0.35,0.0,0.0,,0.0,1.3,1.3,0.4,0.0,0.1,0.4,0.5,1.5
2018,11,HOU,Chinanu Onuaku,21,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2018,11,HOU,Tarik Black,26,7,0,2.7,0.1,0.6,0.25,0.0,0.0,,0.1,0.6,0.25,0.25,0.0,0.0,,0.3,0.6,0.9,0.3,0.0,0.1,0.1,0.7,0.3
2018,11,HOU,Aaron Jackson,31,7,0,2.4,0.3,0.6,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.1,0.3,0.5,0.3,0.3,0.6,0.3,0.0,0.0,0.3,0.3,0.7
2018,11,HOU,Zhou Qi,22,3,0,2.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7
