Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,5,1373,CHI,Charlotte Bobcats,22.0,NBA,SF,44,14,20.3,2.2,4.8,0.46,0.3,1.1,0.28,1.9,3.6,0.52,0.49,0.5,0.9,0.6,0.7,3.5,4.2,0.8,0.5,0.1,0.6,1.3,5.2
2020,5,1373,CHI,Charlotte Bobcats,23.0,NBA,SF,28,10,18.8,2.9,6.3,0.46,0.4,1.4,0.32,2.4,4.9,0.5,0.49,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
2021,5,1373,CHI,Charlotte Bobcats,24.0,NBA,SF,5,0,11.8,1.0,3.6,0.28,0.2,0.6,0.33,0.8,3.0,0.27,0.31,0.4,0.4,1.0,0.2,3.6,3.8,0.8,0.2,0.0,0.8,1.4,2.6
