Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2017,21,7,OKC,Oklahoma City Thunder,Alex Abrines,"August 1, 1993",23.0,NBA,SG,68,6,1055,6.2,15.9,0.39,4.4,11.5,0.38,1.9,4.4,0.43,2.0,2.3,0.9,0.8,3.2,4.0,1.9,1.7,0.4,1.5,5.3,18.9,113,110
2018,21,7,OKC,Oklahoma City Thunder,Alex Abrines,"August 1, 1993",24.0,NBA,SG,75,8,1134,5.0,12.7,0.4,3.7,9.7,0.38,1.4,3.1,0.44,1.7,2.0,0.85,1.1,3.9,5.0,1.2,1.7,0.4,1.1,5.4,15.4,116,110
2019,21,7,OKC,Oklahoma City Thunder,Alex Abrines,"August 1, 1993",25.0,NBA,SG,31,2,588,4.4,12.5,0.36,3.3,10.1,0.32,1.2,2.4,0.5,1.0,1.0,0.92,0.4,3.4,3.8,1.6,1.3,0.5,1.1,4.2,13.1,103,111
