Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2004,29,3164,UTA,Utah Jazz,Mo Williams,"December 19, 1982",21.0,NBA,SG,57.0,0.0,772.0,115.0,303.0,0.38,10.0,39.0,0.26,105.0,264.0,0.4,0.4,44.0,56.0,0.79,23.0,49.0,72.0,76.0,28.0,2.0,51.0,87.0,284.0,0.0
2005,17,3164,MIL,Milwaukee Bucks,Mo Williams,"December 19, 1982",22.0,NBA,PG,80.0,80.0,2254.0,323.0,737.0,0.44,32.0,99.0,0.32,291.0,638.0,0.46,0.46,136.0,160.0,0.85,50.0,194.0,244.0,484.0,74.0,11.0,196.0,221.0,814.0,0.0
2006,17,3164,MIL,Milwaukee Bucks,Mo Williams,"December 19, 1982",23.0,NBA,PG,58.0,12.0,1531.0,267.0,629.0,0.42,73.0,191.0,0.38,194.0,438.0,0.44,0.48,96.0,113.0,0.85,30.0,113.0,143.0,230.0,52.0,7.0,105.0,146.0,703.0,0.0
2007,17,3164,MIL,Milwaukee Bucks,Mo Williams,"December 19, 1982",24.0,NBA,PG,68.0,68.0,2472.0,468.0,1049.0,0.45,79.0,228.0,0.35,389.0,821.0,0.47,0.48,159.0,186.0,0.86,54.0,275.0,329.0,416.0,85.0,6.0,203.0,201.0,1174.0,1.0
2008,17,3164,MIL,Milwaukee Bucks,Mo Williams,"December 19, 1982",25.0,NBA,PG,66.0,66.0,2410.0,441.0,919.0,0.48,89.0,231.0,0.38,352.0,688.0,0.51,0.53,166.0,194.0,0.86,37.0,193.0,230.0,419.0,78.0,10.0,182.0,188.0,1137.0,0.0
2009,6,3164,CLE,Cleveland Cavaliers,Mo Williams,"December 19, 1982",26.0,NBA,PG,81.0,81.0,2834.0,526.0,1126.0,0.47,183.0,420.0,0.44,343.0,706.0,0.49,0.55,208.0,228.0,0.91,47.0,232.0,279.0,329.0,69.0,9.0,179.0,215.0,1443.0,0.0
2010,6,3164,CLE,Cleveland Cavaliers,Mo Williams,"December 19, 1982",27.0,NBA,PG,69.0,68.0,2359.0,378.0,855.0,0.44,159.0,371.0,0.43,219.0,484.0,0.45,0.54,177.0,198.0,0.89,28.0,178.0,206.0,368.0,70.0,21.0,173.0,170.0,1092.0,0.0
2011,31,3164,TOT,Total After Trade,Mo Williams,"December 19, 1982",28.0,NBA,PG,58.0,56.0,1788.0,291.0,730.0,0.4,79.0,244.0,0.32,212.0,486.0,0.44,0.45,151.0,177.0,0.85,21.0,132.0,153.0,380.0,53.0,10.0,171.0,150.0,812.0,0.0
2011,6,3164,CLE,Cleveland Cavaliers,Mo Williams,"December 19, 1982",28.0,NBA,PG,36.0,34.0,1065.0,178.0,462.0,0.38,36.0,136.0,0.26,142.0,326.0,0.44,0.42,85.0,102.0,0.83,15.0,82.0,97.0,257.0,33.0,10.0,105.0,91.0,477.0,0.0
2011,13,3164,LAC,Los Angeles Clippers,Mo Williams,"December 19, 1982",28.0,NBA,PG,22.0,22.0,723.0,113.0,268.0,0.42,43.0,108.0,0.4,70.0,160.0,0.44,0.5,66.0,75.0,0.88,6.0,50.0,56.0,123.0,20.0,0.0,66.0,59.0,335.0,0.0
2012,13,3164,LAC,Los Angeles Clippers,Mo Williams,"December 19, 1982",29.0,NBA,SG,52.0,1.0,1472.0,260.0,611.0,0.43,93.0,239.0,0.39,167.0,372.0,0.45,0.5,72.0,80.0,0.9,23.0,76.0,99.0,160.0,51.0,7.0,86.0,103.0,685.0,0.0
2013,29,3164,UTA,Utah Jazz,Mo Williams,"December 19, 1982",30.0,NBA,PG,46.0,46.0,1418.0,229.0,533.0,0.43,59.0,154.0,0.38,170.0,379.0,0.45,0.48,75.0,85.0,0.88,24.0,86.0,110.0,285.0,46.0,9.0,125.0,105.0,592.0,0.0
2014,25,3164,POR,Portland Trail Blazers,Mo Williams,"December 19, 1982",31.0,NBA,PG,74.0,0.0,1834.0,280.0,672.0,0.42,83.0,225.0,0.37,197.0,447.0,0.44,0.48,78.0,89.0,0.88,42.0,111.0,153.0,321.0,55.0,10.0,149.0,197.0,721.0,0.0
2015,31,3164,TOT,Total After Trade,Mo Williams,"December 19, 1982",32.0,NBA,PG,68.0,33.0,1980.0,341.0,860.0,0.4,119.0,348.0,0.34,222.0,512.0,0.43,0.47,163.0,187.0,0.87,22.0,152.0,174.0,424.0,46.0,14.0,172.0,162.0,964.0,0.0
2015,18,3164,MIN,Minnesota Timberwolves,Mo Williams,"December 19, 1982",32.0,NBA,PG,41.0,19.0,1149.0,180.0,447.0,0.4,59.0,170.0,0.35,121.0,277.0,0.44,0.47,80.0,94.0,0.85,13.0,85.0,98.0,261.0,30.0,8.0,102.0,103.0,499.0,0.0
2015,4,3164,CHO,Charlotte Hornets,Mo Williams,"December 19, 1982",32.0,NBA,PG,27.0,14.0,831.0,161.0,413.0,0.39,60.0,178.0,0.34,101.0,235.0,0.43,0.46,83.0,93.0,0.89,9.0,67.0,76.0,163.0,16.0,6.0,70.0,59.0,465.0,0.0
2016,6,3164,CLE,Cleveland Cavaliers,Mo Williams,"December 19, 1982",33.0,NBA,PG,41.0,14.0,748.0,132.0,302.0,0.44,36.0,102.0,0.35,96.0,200.0,0.48,0.5,38.0,42.0,0.9,6.0,66.0,72.0,98.0,14.0,5.0,57.0,60.0,338.0,0.0
