Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,30,WAS,Washington Wizards,John Wall,23,82,82,2980,7.0,16.2,0.43,1.3,3.7,0.35,5.7,12.4,0.46,3.8,4.8,0.8,0.5,3.6,4.0,8.7,1.8,0.5,3.6,2.6,19.1
2014,30,WAS,Washington Wizards,Trevor Ariza,28,77,77,2723,5.1,11.3,0.46,2.4,5.8,0.41,2.8,5.4,0.51,2.0,2.6,0.77,1.3,5.0,6.3,2.5,1.7,0.3,1.7,2.4,14.6
2014,30,WAS,Washington Wizards,Marcin Gortat,29,81,80,2655,6.2,11.4,0.54,0.0,0.0,1.0,6.2,11.4,0.54,2.1,3.1,0.69,2.7,7.7,10.4,1.9,0.6,1.6,1.7,2.7,14.5
2014,30,WAS,Washington Wizards,Bradley Beal,20,73,73,2530,6.8,16.3,0.42,2.0,4.9,0.4,4.9,11.5,0.43,2.1,2.7,0.79,0.8,3.1,3.9,3.5,1.0,0.3,1.8,2.2,17.8
2014,30,WAS,Washington Wizards,Martell Webster,27,78,13,2157,4.2,9.8,0.43,2.4,6.2,0.39,1.8,3.6,0.5,1.8,2.1,0.84,0.6,3.1,3.7,1.6,0.7,0.3,1.0,2.5,12.7
2014,30,WAS,Washington Wizards,Nene Hilario,31,53,37,1560,6.9,13.7,0.5,0.0,0.1,0.2,6.9,13.6,0.51,3.6,6.1,0.58,1.5,5.3,6.8,3.5,1.5,1.1,2.7,3.8,17.4
2014,30,WAS,Washington Wizards,Trevor Booker,26,72,45,1553,5.1,9.3,0.55,0.0,0.0,0.0,5.1,9.3,0.55,1.1,1.8,0.62,3.5,5.3,8.8,1.5,1.0,1.0,1.3,3.0,11.4
2014,30,WAS,Washington Wizards,Garrett Temple,27,75,0,638,2.9,8.0,0.36,0.3,1.6,0.21,2.5,6.3,0.4,1.7,2.4,0.7,1.2,2.7,3.8,4.1,2.0,0.6,2.4,4.1,7.8
2014,30,WAS,Washington Wizards,Kevin Seraphin,24,53,1,578,6.9,13.7,0.5,0.0,0.0,,6.9,13.7,0.5,1.7,1.9,0.87,3.3,4.7,8.0,1.1,0.2,1.6,2.6,6.4,15.5
2014,30,WAS,Washington Wizards,Al Harrington,33,34,0,511,5.8,14.6,0.4,2.4,7.0,0.34,3.4,7.5,0.45,1.9,2.5,0.77,1.1,4.6,5.6,2.0,1.0,0.0,2.4,5.1,15.9
2014,30,WAS,Washington Wizards,Jan Vesely,23,33,1,470,3.7,7.0,0.52,0.0,0.0,,3.7,7.0,0.52,0.6,2.3,0.27,4.1,4.6,8.7,0.8,2.0,1.5,1.7,4.9,8.0
2014,30,WAS,Washington Wizards,Andre Miller,37,28,0,412,3.5,7.6,0.46,0.2,0.3,0.67,3.3,7.3,0.45,2.2,2.6,0.83,1.0,3.9,5.0,8.5,1.7,0.2,2.4,3.8,9.3
2014,30,WAS,Washington Wizards,Drew Gooden,32,22,0,395,6.9,13.0,0.53,0.6,1.5,0.41,6.3,11.5,0.55,2.2,2.5,0.89,3.4,7.0,10.4,1.4,0.9,0.6,1.5,4.8,16.7
2014,30,WAS,Washington Wizards,Otto Porter,20,37,0,319,3.7,10.3,0.36,0.5,2.4,0.19,3.3,7.9,0.41,0.9,1.4,0.67,2.4,4.1,6.4,1.1,0.9,0.1,1.6,2.9,8.8
2014,30,WAS,Washington Wizards,Chris Singleton,24,25,0,250,3.6,9.6,0.37,1.0,2.7,0.37,2.6,6.9,0.38,2.6,3.6,0.72,2.6,5.3,7.9,0.9,1.3,0.4,2.4,3.6,10.8
2014,30,WAS,Washington Wizards,Eric Maynor,26,23,0,215,3.5,12.1,0.29,1.3,4.2,0.32,2.2,7.9,0.28,0.3,0.5,0.67,1.2,2.8,4.0,6.7,0.8,0.2,2.8,2.2,8.7
2014,30,WAS,Washington Wizards,Glen Rice,23,11,1,109,3.6,12.2,0.3,1.7,5.6,0.29,2.0,6.6,0.3,1.7,2.3,0.71,1.3,5.3,6.6,2.3,2.0,0.3,3.0,2.3,10.6
