Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,5,CHI,Charlotte Bobcats,Joakim Noah,28,80,80,2820,4.9,10.2,0.48,0.0,0.0,0.0,4.9,10.2,0.48,3.2,4.3,0.74,3.6,7.9,11.5,5.5,1.3,1.5,2.5,3.1,12.9,2148
2014,5,CHI,Charlotte Bobcats,Jimmy Butler,24,67,67,2591,3.8,9.6,0.4,0.9,3.3,0.28,2.9,6.3,0.46,3.6,4.7,0.77,1.2,3.4,4.6,2.4,1.8,0.5,1.4,1.5,12.2,439
2014,5,CHI,Charlotte Bobcats,Mike Dunleavy,33,82,61,2584,4.6,10.8,0.43,1.7,4.5,0.38,2.9,6.3,0.47,2.0,2.3,0.85,0.6,4.2,4.8,2.6,0.9,0.6,1.5,2.3,12.9,802
2014,5,CHI,Charlotte Bobcats,Taj Gibson,28,82,8,2351,6.6,13.7,0.48,0.0,0.1,0.0,6.6,13.6,0.48,3.2,4.3,0.75,3.1,5.5,8.5,1.4,0.6,1.7,2.3,3.2,16.4,1029
2014,5,CHI,Charlotte Bobcats,Carlos Boozer,32,76,76,2141,7.5,16.5,0.46,0.0,0.0,0.0,7.5,16.4,0.46,2.5,3.2,0.77,2.3,8.3,10.6,2.0,0.9,0.4,2.6,3.6,17.5,299
2014,5,CHI,Charlotte Bobcats,Kirk Hinrich,33,73,61,2116,4.1,10.5,0.39,1.4,4.1,0.35,2.7,6.4,0.42,1.6,2.1,0.76,0.5,2.7,3.3,4.9,1.4,0.4,2.0,3.5,11.3,1296
2014,5,CHI,Charlotte Bobcats,D.J. Augustin,26,61,9,1857,5.6,13.5,0.42,2.6,6.2,0.41,3.1,7.2,0.43,3.8,4.3,0.88,0.3,2.2,2.4,5.9,1.0,0.1,2.2,2.7,17.6,119
2014,5,CHI,Charlotte Bobcats,Tony Snell,22,77,12,1231,3.8,9.8,0.38,1.7,5.2,0.32,2.1,4.6,0.46,0.9,1.2,0.76,0.6,3.1,3.6,2.0,0.8,0.4,1.3,2.5,10.1,2712
2014,5,CHI,Charlotte Bobcats,Luol Deng,28,23,23,860,6.7,14.8,0.45,0.7,2.6,0.27,6.0,12.2,0.49,4.2,5.2,0.82,1.7,4.9,6.6,3.6,1.0,0.2,2.5,2.2,18.3,731
2014,5,CHI,Charlotte Bobcats,Nazr Mohammed,36,80,1,562,3.5,8.1,0.43,0.0,0.0,,3.5,8.1,0.43,1.0,1.9,0.53,4.2,7.0,11.2,1.3,0.9,1.9,2.4,4.9,7.9,2020
2014,5,CHI,Charlotte Bobcats,Derrick Rose,25,10,10,311,6.7,19.0,0.35,1.9,5.4,0.34,4.9,13.5,0.36,3.1,3.7,0.84,1.0,2.7,3.7,5.0,0.6,0.1,3.9,1.7,18.4,2505
2014,5,CHI,Charlotte Bobcats,Marquis Teague,20,19,2,242,2.4,9.8,0.24,0.3,1.5,0.2,2.1,8.3,0.25,1.6,2.4,0.69,0.1,2.7,2.8,4.2,0.3,0.6,2.5,3.7,6.7,2824
2014,5,CHI,Charlotte Bobcats,Mike James,38,11,0,77,2.3,9.8,0.24,0.5,2.3,0.2,1.9,7.5,0.25,0.0,0.9,0.0,0.0,3.3,3.3,7.9,0.9,0.0,2.3,5.1,5.1,1430
2014,5,CHI,Charlotte Bobcats,Erik Murphy,23,24,0,62,1.7,7.5,0.23,0.0,1.7,0.0,1.7,5.8,0.3,0.0,0.0,,1.2,3.5,4.6,1.2,0.0,2.3,1.2,4.1,3.5,2082
2014,5,CHI,Charlotte Bobcats,Jimmer Fredette,24,8,0,56,8.4,18.6,0.45,2.6,7.1,0.36,5.8,11.6,0.5,1.3,1.3,1.0,0.6,3.9,4.5,1.9,0.0,0.0,2.6,4.5,20.6,963
2014,5,CHI,Charlotte Bobcats,Cartier Martin,29,6,0,48,3.7,6.0,0.62,2.3,3.7,0.6,1.5,2.3,0.67,1.5,3.0,0.5,0.7,3.0,3.7,1.5,0.7,0.0,0.7,2.3,11.3,1850
2014,5,CHI,Charlotte Bobcats,Tornike Shengelia,22,9,0,17,4.2,8.5,0.5,0.0,0.0,,4.2,8.5,0.5,0.0,0.0,,0.0,4.2,4.2,4.2,2.1,0.0,2.1,4.2,8.5,2613
2014,5,CHI,Charlotte Bobcats,Ronnie Brewer,28,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346
2014,5,CHI,Charlotte Bobcats,Jarvis Varnado,25,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2959
2014,5,CHI,Charlotte Bobcats,Lou Amundson,31,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
