Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,20,NYK,New York Knicks,Carmelo Anthony,29,77,77,2982,9.0,19.8,0.45,2.0,5.0,0.4,7.0,14.8,0.47,5.5,6.5,0.85,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5
2014,20,NYK,New York Knicks,J.R. Smith,28,74,37,2421,5.9,14.2,0.42,2.8,7.1,0.39,3.1,7.1,0.44,1.3,2.1,0.65,0.5,3.9,4.4,3.3,1.0,0.3,1.6,2.9,15.9
2014,20,NYK,New York Knicks,Raymond Felton,29,65,65,2017,4.3,10.9,0.4,1.1,3.5,0.32,3.2,7.4,0.43,1.6,2.2,0.72,1.0,2.6,3.5,6.5,1.4,0.5,2.3,2.8,11.2
2014,20,NYK,New York Knicks,Iman Shumpert,23,74,58,1962,3.4,8.9,0.38,1.4,4.2,0.33,2.0,4.7,0.42,1.0,1.3,0.75,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1
2014,20,NYK,New York Knicks,Tim Hardaway,21,81,1,1875,5.6,13.2,0.43,2.5,6.9,0.36,3.1,6.3,0.5,2.0,2.5,0.83,0.4,2.0,2.3,1.3,0.8,0.1,0.9,2.8,15.8
2014,20,NYK,New York Knicks,Tyson Chandler,31,55,55,1662,4.1,7.0,0.59,0.0,0.0,0.0,4.1,7.0,0.6,2.1,3.4,0.63,3.4,8.0,11.5,1.3,0.8,1.4,1.5,3.1,10.4
2014,20,NYK,New York Knicks,Amar'e Stoudemire,31,65,21,1466,7.6,13.7,0.56,0.0,0.0,,7.6,13.7,0.56,3.7,5.0,0.74,2.8,5.1,7.9,0.8,0.6,0.9,2.2,3.9,19.0
2014,20,NYK,New York Knicks,Pablo Prigioni,36,66,27,1283,2.5,5.4,0.46,1.8,3.9,0.46,0.6,1.4,0.45,0.3,0.3,0.92,1.0,2.6,3.6,6.4,1.9,0.1,1.7,3.7,7.1
2014,20,NYK,New York Knicks,Andrea Bargnani,28,42,39,1257,6.4,14.4,0.44,0.9,3.1,0.28,5.5,11.3,0.49,2.4,2.9,0.82,2.0,4.4,6.4,1.3,0.4,1.5,1.7,2.9,16.0
2014,20,NYK,New York Knicks,Kenyon Martin,36,32,15,633,3.6,7.0,0.51,0.0,0.1,0.0,3.6,6.9,0.52,0.6,1.1,0.58,2.0,5.6,7.6,2.8,1.4,1.5,1.5,4.8,7.8
2014,20,NYK,New York Knicks,Beno Udrih,31,31,12,588,4.2,9.8,0.42,1.0,2.4,0.42,3.1,7.3,0.42,1.2,1.5,0.83,0.6,2.9,3.5,6.7,1.3,0.2,2.6,2.8,10.6
2014,20,NYK,New York Knicks,Jeremy Tyler,22,41,0,398,5.4,10.5,0.52,0.0,0.0,,5.4,10.5,0.52,2.4,4.3,0.54,3.4,6.4,9.9,0.7,0.5,1.8,2.4,6.3,13.2
2014,20,NYK,New York Knicks,Metta World Peace,34,29,1,388,5.2,13.1,0.4,1.6,5.0,0.32,3.6,8.1,0.45,0.9,1.5,0.62,1.7,3.8,5.5,1.6,2.2,0.7,1.8,4.1,12.9
2014,20,NYK,New York Knicks,Toure' Murry,24,51,0,373,5.4,12.5,0.43,0.5,1.2,0.42,4.9,11.3,0.44,2.2,3.8,0.59,1.3,3.0,4.2,4.7,1.8,0.1,3.3,4.4,13.5
2014,20,NYK,New York Knicks,Cole Aldrich,25,46,2,330,3.6,6.7,0.54,0.0,0.0,,3.6,6.7,0.54,2.8,3.3,0.87,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0
2014,20,NYK,New York Knicks,Shannon Brown,28,19,0,148,3.9,9.2,0.42,0.0,0.0,,3.9,9.2,0.42,1.9,2.9,0.67,1.5,2.2,3.6,1.0,2.9,0.0,2.4,2.9,9.7
2014,20,NYK,New York Knicks,Earl Clark,26,9,0,70,3.6,10.8,0.33,0.5,3.1,0.17,3.1,7.7,0.4,4.1,5.1,0.8,1.0,7.2,8.2,1.0,0.5,3.1,0.5,3.1,11.8
2014,20,NYK,New York Knicks,Chris Smith,26,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
