Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,27.0,DEN,NBA,C,12.0,12.0,511.0,5.4,11.6,0.463,0.0,0.0,,5.4,11.6,0.463,6.3,10.5,0.602,4.3,11.2,15.5,2.3,0.9,7.4,3.2,4.5,17.1,,104.0,99.0
1995,28.0,DEN,NBA,C,3.0,3.0,84.0,3.8,6.3,0.6,0.0,0.0,,3.8,6.3,0.6,3.8,5.7,0.667,2.5,9.4,12.0,0.6,0.0,4.4,4.4,9.4,11.3,,91.0,117.0
1997,30.0,ATL,NBA,C,10.0,10.0,415.0,7.4,11.8,0.628,0.0,0.0,,7.4,11.8,0.628,6.3,8.8,0.719,5.1,11.8,16.9,1.8,0.1,3.6,2.7,4.1,21.1,,128.0,105.0
1998,31.0,ATL,NBA,C,4.0,4.0,136.0,4.6,10.1,0.458,0.0,0.0,,4.6,10.1,0.458,4.2,6.8,0.625,5.5,16.0,21.5,0.4,0.4,3.8,3.4,4.2,13.5,,99.0,98.0
1999,32.0,ATL,NBA,C,9.0,9.0,380.0,6.2,10.9,0.563,0.0,0.0,,6.2,10.9,0.563,5.1,7.2,0.702,5.5,13.7,19.3,1.7,0.8,3.5,2.8,4.3,17.4,,118.0,96.0
2001,34.0,PHI,NBA,C,23.0,23.0,981.0,5.7,11.7,0.49,0.0,0.1,0.0,5.7,11.6,0.493,6.5,8.3,0.777,6.4,11.4,17.8,1.0,0.8,4.1,2.0,3.2,17.9,,122.0,102.0
2002,35.0,PHI,NBA,C,5.0,5.0,173.0,4.5,9.9,0.452,0.0,0.0,,4.5,9.9,0.452,5.1,8.3,0.615,4.5,12.4,16.9,1.0,0.6,2.9,3.5,5.1,14.0,,96.0,110.0
2003,36.0,NJN,NBA,C,10.0,0.0,115.0,3.3,7.0,0.467,0.0,0.0,,3.3,7.0,0.467,1.9,1.9,1.0,3.7,8.8,12.5,2.8,1.4,4.2,3.7,9.8,8.4,,92.0,94.0
2004,37.0,NYK,NBA,C,3.0,0.0,38.0,2.7,8.2,0.333,0.0,0.0,,2.7,8.2,0.333,4.1,4.1,1.0,5.4,8.2,13.6,0.0,1.4,5.4,4.1,8.2,9.5,,84.0,99.0
2005,38.0,HOU,NBA,C,7.0,0.0,101.0,3.3,6.0,0.545,0.0,0.0,,3.3,6.0,0.545,5.4,7.1,0.769,6.0,13.1,19.0,1.1,1.1,3.8,3.8,8.2,12.0,,113.0,108.0
2007,40.0,HOU,NBA,C,7.0,0.0,40.0,4.1,4.1,1.0,0.0,0.0,,4.1,4.1,1.0,4.1,4.1,1.0,6.8,8.2,15.1,1.4,0.0,4.1,0.0,6.8,12.3,,219.0,102.0
2008,41.0,HOU,NBA,C,6.0,6.0,123.0,3.7,6.0,0.615,0.0,0.0,,3.7,6.0,0.615,3.2,5.1,0.636,4.6,13.3,18.0,0.9,0.5,5.1,0.5,4.6,10.6,,142.0,101.0
2009,42.0,HOU,NBA,C,2.0,0.0,20.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.5,0.0,2.7,22.0,24.7,0.0,2.7,5.5,0.0,13.7,0.0,,58.0,88.0
