Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2006,25,1396,POR,Portland Trail Blazers,Jarrett Jack,1983-10-28,22.0,NBA,SG,79.0,4.0,1599.0,189.0,428.0,0.44,20.0,76.0,0.26,169.0,352.0,0.48,0.46,128.0,160.0,0.8,18.0,142.0,160.0,219.0,41.0,2.0,102.0,138.0,526.0,0.0
2007,25,1396,POR,Portland Trail Blazers,Jarrett Jack,1983-10-28,23.0,NBA,PG,79.0,79.0,2651.0,320.0,705.0,0.45,63.0,180.0,0.35,257.0,525.0,0.49,0.5,243.0,279.0,0.87,18.0,190.0,208.0,417.0,86.0,9.0,187.0,202.0,946.0,0.0
2008,25,1396,POR,Portland Trail Blazers,Jarrett Jack,1983-10-28,24.0,NBA,SG,82.0,16.0,2229.0,267.0,620.0,0.43,65.0,190.0,0.34,202.0,430.0,0.47,0.48,215.0,248.0,0.87,31.0,203.0,234.0,313.0,61.0,1.0,178.0,129.0,814.0,0.0
2009,12,1396,IND,Indiana Pacers,Jarrett Jack,1983-10-28,25.0,NBA,SG,82.0,53.0,2716.0,386.0,853.0,0.45,78.0,221.0,0.35,308.0,632.0,0.49,0.5,224.0,263.0,0.85,44.0,232.0,276.0,338.0,88.0,17.0,184.0,179.0,1074.0,0.0
2010,28,1396,TOR,Toronto Raptors,Jarrett Jack,1983-10-28,26.0,NBA,PG,82.0,43.0,2243.0,323.0,671.0,0.48,82.0,199.0,0.41,241.0,472.0,0.51,0.54,203.0,241.0,0.84,30.0,192.0,222.0,413.0,60.0,6.0,163.0,151.0,931.0,0.0
2011,31,1396,TOT,Total After Trade,Jarrett Jack,1983-10-28,27.0,NBA,"PG,SG",83.0,15.0,1722.0,260.0,637.0,0.41,33.0,108.0,0.31,227.0,529.0,0.43,0.43,182.0,214.0,0.85,20.0,153.0,173.0,242.0,54.0,6.0,110.0,102.0,735.0,0.0
2011,28,1396,TOR,Toronto Raptors,Jarrett Jack,1983-10-28,27.0,NBA,PG,13.0,13.0,347.0,48.0,122.0,0.39,4.0,24.0,0.17,44.0,98.0,0.45,0.41,40.0,46.0,0.87,6.0,36.0,42.0,59.0,14.0,0.0,34.0,25.0,140.0,0.0
2011,19,1396,NOH,New Orleans Hornets,Jarrett Jack,1983-10-28,27.0,NBA,SG,70.0,2.0,1375.0,212.0,515.0,0.41,29.0,84.0,0.34,183.0,431.0,0.42,0.44,142.0,168.0,0.84,14.0,117.0,131.0,183.0,40.0,6.0,76.0,77.0,595.0,0.0
2012,19,1396,NOH,New Orleans Hornets,Jarrett Jack,1983-10-28,28.0,NBA,PG,45.0,39.0,1530.0,266.0,583.0,0.46,39.0,112.0,0.35,227.0,471.0,0.48,0.49,129.0,148.0,0.87,23.0,153.0,176.0,285.0,31.0,9.0,106.0,93.0,700.0,1.0
2013,10,1396,GSW,Golden State Warriors,Jarrett Jack,1983-10-28,29.0,NBA,SG,79.0,4.0,2349.0,387.0,857.0,0.45,82.0,203.0,0.4,305.0,654.0,0.47,0.5,167.0,198.0,0.84,21.0,222.0,243.0,439.0,60.0,11.0,157.0,134.0,1023.0,0.0
2014,6,1396,CLE,Cleveland Cavaliers,Jarrett Jack,1983-10-28,30.0,NBA,PG,80.0,31.0,2252.0,286.0,698.0,0.41,63.0,185.0,0.34,223.0,513.0,0.44,0.46,125.0,149.0,0.84,22.0,201.0,223.0,324.0,56.0,22.0,133.0,133.0,760.0,0.0
2015,3,1396,BRK,Brooklyn Nets,Jarrett Jack,1983-10-28,31.0,NBA,PG,80.0,27.0,2241.0,359.0,817.0,0.44,39.0,146.0,0.27,320.0,671.0,0.48,0.46,200.0,227.0,0.88,19.0,226.0,245.0,373.0,75.0,13.0,191.0,143.0,957.0,0.0
2016,3,1396,BRK,Brooklyn Nets,Jarrett Jack,1983-10-28,32.0,NBA,PG,32.0,32.0,1027.0,140.0,358.0,0.39,31.0,102.0,0.3,109.0,256.0,0.43,0.43,100.0,112.0,0.89,9.0,127.0,136.0,236.0,34.0,7.0,94.0,77.0,411.0,0.0
2017,19,1396,NOP,New Orleans Pelicans,Jarrett Jack,1983-10-28,33.0,NBA,PG,2.0,0.0,33.0,2.0,3.0,0.67,0.0,1.0,0.0,2.0,2.0,1.0,0.67,2.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,4.0,6.0,0.0
2018,20,1396,NYK,New York Knicks,Jarrett Jack,1983-10-28,34.0,NBA,PG,62.0,56.0,1548.0,189.0,443.0,0.43,25.0,86.0,0.29,164.0,357.0,0.46,0.46,63.0,75.0,0.84,22.0,169.0,191.0,348.0,35.0,4.0,115.0,98.0,466.0,1.0
