Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,21.0,POR,NBA,PG,3.0,0.0,12.0,9.2,18.3,0.5,4.6,4.6,1.0,4.6,13.7,0.333,4.6,4.6,1.0,0.0,0.0,0.0,13.7,0.0,0.0,4.6,4.6,27.5,,127.0,127.0
2011,22.0,POR,NBA,PG,2.0,0.0,5.0,0.0,23.1,0.0,0.0,11.6,0.0,0.0,11.6,0.0,0.0,0.0,,0.0,11.6,11.6,0.0,0.0,0.0,11.6,0.0,0.0,,0.0,114.0
2012,23.0,SAS,NBA,PG,8.0,0.0,31.0,10.0,18.4,0.545,5.0,8.4,0.6,5.0,10.0,0.5,0.0,0.0,,1.7,3.3,5.0,8.4,1.7,0.0,5.0,3.3,25.1,,116.0,107.0
2013,24.0,SAS,NBA,PG,9.0,0.0,31.0,8.6,17.3,0.5,3.5,12.1,0.286,5.2,5.2,1.0,0.0,0.0,,1.7,3.5,5.2,3.5,0.0,0.0,1.7,3.5,20.7,,116.0,109.0
2014,25.0,SAS,NBA,PG,23.0,0.0,351.0,9.3,20.8,0.447,4.7,11.7,0.405,4.6,9.1,0.5,1.5,1.9,0.769,0.4,4.7,5.2,4.9,2.5,0.1,2.1,4.6,24.8,,113.0,105.0
2015,26.0,SAS,NBA,PG,7.0,0.0,112.0,9.5,19.0,0.5,7.3,12.7,0.571,2.3,6.3,0.357,5.9,5.9,1.0,1.8,6.8,8.6,3.6,0.9,0.0,2.3,6.8,32.2,,138.0,109.0
2016,27.0,SAS,NBA,PG,10.0,0.0,167.0,7.2,16.6,0.434,4.1,11.3,0.361,3.1,5.3,0.588,2.2,3.4,0.636,0.0,4.4,4.4,6.3,2.2,0.0,2.5,0.9,20.7,,110.0,105.0
2017,28.0,SAS,NBA,PG,16.0,6.0,416.0,7.1,17.3,0.407,4.0,11.0,0.36,3.1,6.3,0.49,2.4,2.7,0.864,0.6,3.6,4.2,5.3,1.6,0.1,2.6,4.1,20.4,,111.0,116.0
2018,29.0,SAS,NBA,PG,5.0,5.0,165.0,7.8,17.8,0.439,4.1,10.9,0.371,3.7,6.9,0.545,1.2,1.6,0.8,0.6,2.5,3.1,4.1,0.9,0.3,2.8,4.7,20.9,,103.0,118.0
2019,30.0,SAS,NBA,PG,7.0,0.0,152.0,4.8,14.8,0.326,1.0,7.6,0.136,3.8,7.2,0.524,2.1,3.4,0.6,0.3,4.8,5.2,8.6,2.4,0.3,1.0,3.1,12.7,,98.0,114.0
