Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,24.0,IND,NBA,PG,47.0,450.0,8.4,0.426,0.053,0.337,2.6,8.0,5.2,19.2,2.4,0.1,20.4,12.2,,-0.1,0.4,0.3,0.032,,-3.3,0.5,-2.7,-0.1
1982,25.0,IND,NBA,PG,51.0,800.0,10.2,0.503,0.046,0.196,1.9,5.7,3.7,20.1,2.0,0.1,16.6,13.2,,0.3,0.8,1.1,0.064,,-2.6,0.4,-2.1,0.0
1983,26.0,IND,NBA,PG,78.0,2435.0,11.7,0.513,0.027,0.162,1.4,5.7,3.4,22.1,2.0,0.0,16.3,13.6,,2.3,0.4,2.7,0.053,,-1.5,-1.0,-2.5,-0.3
1984,27.0,IND,NBA,PG,80.0,2497.0,13.9,0.569,0.027,0.181,2.0,5.6,3.8,25.7,1.7,0.2,15.2,15.7,,3.2,1.9,5.2,0.099,,-0.1,-0.5,-0.6,0.9
1985,28.0,IND,NBA,PG,70.0,1808.0,13.6,0.567,0.059,0.205,1.4,5.3,3.3,20.8,1.2,0.1,13.0,17.0,,2.5,1.0,3.5,0.094,,0.0,-0.8,-0.8,0.5
1986,29.0,BOS,NBA,PG,82.0,1596.0,11.9,0.609,0.039,0.16,2.0,5.0,3.6,14.9,1.5,0.0,14.2,13.2,,2.4,1.8,4.2,0.126,,-0.7,0.4,-0.2,0.7
1987,30.0,BOS,NBA,PG,78.0,1566.0,9.4,0.538,0.065,0.106,1.7,4.6,3.3,15.1,1.2,0.0,12.8,13.0,,1.2,1.0,2.3,0.07,,-2.0,-0.4,-2.4,-0.1
1988,31.0,TOT,NBA,PG,52.0,694.0,11.1,0.585,0.128,0.134,1.5,4.3,3.0,17.1,1.5,0.0,10.8,12.1,,1.1,0.3,1.5,0.103,,-0.6,-0.4,-1.1,0.2
1988,31.0,BOS,NBA,PG,24.0,370.0,11.1,0.561,0.098,0.146,1.7,4.8,3.4,20.5,1.9,0.0,13.8,11.7,,0.5,0.2,0.7,0.091,,-0.6,0.1,-0.5,0.1
1988,31.0,POR,NBA,PG,28.0,324.0,11.1,0.606,0.156,0.122,1.3,3.7,2.5,13.1,1.0,0.0,7.8,12.5,,0.6,0.2,0.8,0.116,,-0.6,-1.0,-1.7,0.0
1989,32.0,POR,NBA,PG,25.0,390.0,8.8,0.474,0.115,0.077,2.4,5.8,4.0,18.6,1.8,0.0,18.9,13.1,,0.0,0.2,0.2,0.03,,-2.3,-0.8,-3.1,-0.1
1990,33.0,TOT,NBA,PG,35.0,496.0,8.9,0.449,0.096,0.176,0.6,3.9,2.2,26.2,1.6,0.2,14.0,13.4,,0.0,0.2,0.2,0.018,,-3.5,-0.6,-4.1,-0.3
1990,33.0,CHH,NBA,PG,34.0,469.0,9.5,0.465,0.101,0.151,0.7,4.1,2.3,27.2,1.7,0.3,14.8,13.5,,0.1,0.2,0.2,0.026,,-3.2,-0.5,-3.7,-0.2
1990,33.0,MIL,NBA,PG,1.0,27.0,-1.7,0.193,0.0,0.667,0.0,0.0,0.0,8.7,0.0,0.0,0.0,12.0,,-0.1,0.0,-0.1,-0.116,,-7.7,-3.6,-11.3,-0.1
