PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Larry Drew,24,75,74,35.9,8.0,16.2,0.49200000000000005,0.0,0.2,0.125,8.0,16.0,0.49700000000000005,0.493,4.1,5.0,0.82,0.6,2.2,2.8,8.1,1.7,0.1,3.6,2.8,20.1
Eddie Johnson,23,82,82,35.8,8.3,16.7,0.494,0.2,0.9,0.282,8.0,15.8,0.506,0.501,3.0,3.9,0.779,2.3,3.8,6.1,2.6,0.9,0.2,2.2,3.2,19.8
Ray Williams,28,72,68,30.1,5.8,14.8,0.392,0.2,1.0,0.203,5.6,13.8,0.406,0.39899999999999997,3.6,4.6,0.769,1.3,3.3,4.5,7.9,1.7,0.4,4.7,3.4,15.4
Mike Woodson,24,81,3,30.0,7.2,14.2,0.506,0.1,0.4,0.212,7.1,13.8,0.515,0.509,3.7,4.7,0.79,1.0,2.0,3.1,3.1,1.7,0.7,2.1,2.5,18.2
Joe Meriweather,29,78,74,21.9,3.3,5.8,0.57,0.0,0.0,,3.3,5.8,0.57,0.57,1.3,2.1,0.626,1.9,3.5,5.4,0.8,0.6,1.1,1.5,3.7,7.9
Ed Nealy,22,82,61,20.0,1.8,3.0,0.595,0.0,0.0,,1.8,3.0,0.595,0.595,0.9,1.4,0.614,2.1,3.8,5.9,0.8,0.8,0.1,0.6,3.0,4.4
Reggie Johnson,25,50,0,19.8,3.6,7.1,0.501,0.0,0.1,0.25,3.5,7.0,0.504,0.503,1.5,2.0,0.73,1.5,2.5,4.0,1.0,0.4,0.5,1.4,3.0,8.6
Steve Johnson,25,79,21,19.5,4.7,7.5,0.624,0.0,0.0,,4.7,7.5,0.624,0.624,2.4,4.1,0.574,1.8,3.3,5.0,1.2,0.5,1.1,2.3,4.1,11.7
Reggie King,25,58,5,17.2,1.8,3.9,0.462,0.0,0.0,,1.8,3.9,0.462,0.462,1.3,1.7,0.76,1.6,2.6,4.1,1.0,0.5,0.2,1.1,1.6,4.8
LaSalle Thompson,21,71,3,13.9,2.1,4.0,0.512,0.0,0.0,0.0,2.1,4.0,0.514,0.512,1.3,1.9,0.65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,2.6,5.4
Kevin Loder,23,66,13,12.4,2.1,4.5,0.46,0.1,0.1,0.556,2.0,4.4,0.457,0.46799999999999997,0.8,1.2,0.6629999999999999,0.6,1.3,1.9,1.1,0.4,0.1,1.0,1.5,5.1
Kenny Dennard,24,22,0,10.2,0.5,1.5,0.324,0.0,0.0,,0.5,1.5,0.324,0.324,0.3,0.4,0.667,0.9,1.5,2.4,0.3,0.7,0.0,0.2,1.2,1.3
Brook Steppe,23,62,6,9.8,1.4,2.8,0.47700000000000004,0.0,0.1,0.14300000000000002,1.3,2.7,0.491,0.48,1.2,1.6,0.76,0.4,0.8,1.2,1.1,0.4,0.0,0.9,1.5,4.0
Leon Douglas,28,5,0,9.2,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.0,0.4,0.0,0.6,0.8,1.4,0.0,0.0,0.6,0.2,2.6,0.8
