Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2014,13,420,LAC,Los Angeles Clippers,22.0,NBA,SF,43.0,0.0,395.0,5.4,15.3,0.36,2.8,9.2,0.3,2.7,6.1,0.44,0.9,1.1,0.78,1.4,5.4,6.8,1.5,1.1,0.1,1.6,3.3,14.6,,93.0,108.0
2015,31,420,TOT,Total After Trade,23.0,NBA,SF,36.0,2.0,338.0,3.6,10.5,0.34,2.2,6.9,0.33,1.3,3.6,0.38,0.9,1.3,0.67,0.1,7.3,7.5,1.2,1.5,0.6,1.2,2.8,10.3,,88.0,106.0
2015,13,420,LAC,Los Angeles Clippers,23.0,NBA,SF,25.0,2.0,263.0,4.4,10.4,0.43,2.9,7.5,0.38,1.5,2.9,0.53,0.8,1.0,0.8,0.0,7.7,7.7,1.2,1.7,0.4,1.2,3.3,12.5,,106.0,106.0
2015,24,420,PHO,Phoenix Suns,23.0,NBA,SF,11.0,0.0,75.0,0.7,10.6,0.06,0.0,4.7,0.0,0.7,6.0,0.11,1.3,2.7,0.5,0.7,6.0,6.6,1.3,0.7,1.3,1.3,1.3,2.7,,33.0,109.0
2016,9,420,DET,Detroit Pistons,24.0,NBA,SF,37.0,0.0,429.0,5.1,11.5,0.44,2.6,6.2,0.42,2.5,5.3,0.47,1.6,1.8,0.93,1.6,6.4,8.0,3.2,1.2,0.2,0.9,3.4,14.4,,125.0,107.0
2017,9,420,DET,Detroit Pistons,25.0,NBA,SF,31.0,5.0,467.0,5.8,13.8,0.42,3.0,7.9,0.38,2.8,5.9,0.47,0.5,0.8,0.71,1.4,5.5,6.9,3.1,1.9,0.3,1.1,2.4,15.3,,112.0,108.0
2018,9,420,DET,Detroit Pistons,26.0,NBA,SF,62.0,52.0,1732.0,7.7,15.7,0.49,3.6,8.1,0.44,4.1,7.6,0.54,1.1,1.4,0.8,0.8,3.7,4.4,2.7,1.4,0.4,1.4,2.0,20.1,,118.0,110.0
2019,31,420,TOT,Total After Trade,27.0,NBA,SG,63.0,60.0,1879.0,6.3,15.3,0.41,3.8,10.1,0.38,2.5,5.2,0.48,1.9,2.2,0.86,0.6,3.9,4.5,3.3,1.0,0.3,1.7,2.8,18.4,,111.0,113.0
2019,9,420,DET,Detroit Pistons,27.0,NBA,SG,44.0,44.0,1355.0,6.6,16.0,0.41,4.1,10.7,0.39,2.5,5.3,0.46,2.0,2.3,0.88,0.7,3.7,4.5,4.0,0.9,0.2,2.0,2.9,19.4,,113.0,113.0
2019,14,420,LAL,Los Angeles Lakers,27.0,NBA,SG,19.0,16.0,524.0,5.6,13.6,0.41,3.0,8.8,0.34,2.6,4.8,0.54,1.5,1.9,0.81,0.2,4.3,4.4,1.8,1.4,0.6,1.0,2.7,15.7,,107.0,112.0
2020,20,420,NYK,New York Knicks,28.0,NBA,SG,29.0,19.0,684.0,6.4,15.9,0.4,2.6,7.9,0.33,3.8,8.0,0.47,1.2,1.5,0.81,0.9,3.9,4.8,3.0,1.8,0.2,1.4,4.0,16.7,,105.0,115.0
2021,20,420,NYK,New York Knicks,29.0,NBA,SF,15.0,15.0,414.0,5.7,14.7,0.38,2.9,8.3,0.35,2.8,6.4,0.43,0.8,1.2,0.7,0.6,6.9,7.5,2.3,1.3,0.2,1.4,4.7,15.1,,99.0,110.0
