Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,27.0,KCK,NBA,SF,68.0,2347.0,16.9,0.541,0.02,0.163,5.0,12.9,8.8,9.3,1.7,1.1,8.6,22.2,,3.7,3.4,7.1,0.145,,1.1,0.5,1.5,2.1
1981,28.0,KCK,NBA,SF,81.0,2902.0,14.8,0.503,0.054,0.142,4.9,11.6,8.3,11.7,1.6,0.9,9.5,24.1,,1.7,2.9,4.7,0.077,,-0.4,-0.7,-1.1,0.7
1982,29.0,CLE,NBA,SF,54.0,1638.0,12.5,0.47,0.039,0.153,8.3,12.9,10.5,11.6,2.2,0.5,10.4,17.7,,0.8,0.9,1.6,0.048,,-1.0,-0.2,-1.2,0.4
1983,30.0,TOT,NBA,SF,75.0,1793.0,12.7,0.505,0.041,0.136,6.0,11.7,8.8,10.2,1.1,0.5,13.1,22.1,,0.9,1.3,2.2,0.058,,-1.1,-1.0,-2.1,-0.1
1983,30.0,CLE,NBA,SF,35.0,1290.0,13.7,0.514,0.038,0.132,5.9,12.6,9.2,11.0,0.9,0.5,13.2,23.1,,0.8,0.7,1.5,0.056,,-0.4,-1.3,-1.7,0.1
1983,30.0,BOS,NBA,SF,40.0,503.0,10.3,0.479,0.049,0.146,6.2,9.5,7.9,8.2,1.8,0.7,12.8,19.5,,0.1,0.6,0.7,0.063,,-3.0,-0.1,-3.1,-0.1
1984,31.0,BOS,NBA,SF,68.0,916.0,9.9,0.469,0.039,0.105,5.3,11.7,8.6,9.8,1.4,0.4,11.0,17.6,,0.1,1.1,1.2,0.065,,-2.5,-0.1,-2.6,-0.1
1985,32.0,BOS,NBA,SF,78.0,1127.0,12.7,0.515,0.074,0.12,5.9,9.5,7.8,11.1,1.0,0.5,8.8,19.2,,1.2,1.0,2.2,0.093,,-0.4,-0.9,-1.2,0.2
1986,33.0,BOS,NBA,SF,79.0,1402.0,12.5,0.499,0.079,0.112,5.5,9.3,7.5,8.1,1.3,0.9,7.8,20.2,,0.9,1.8,2.7,0.093,,-1.0,-0.4,-1.4,0.2
1987,34.0,BOS,NBA,SF,6.0,78.0,5.7,0.359,0.074,0.074,4.7,8.0,6.5,9.6,1.2,1.4,9.7,16.9,,-0.1,0.1,-0.1,-0.032,,-4.3,-1.3,-5.6,-0.1
