Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,16,1272,MIA,Miami Heat,Tyler Herro,"January 20, 2000",20.0,NBA,SG,55,8,1508,8.7,20.4,0.43,3.8,9.6,0.39,5.0,10.8,0.46,2.8,3.2,0.87,0.5,6.7,7.3,3.9,1.1,0.3,2.8,2.5,24.1,103,112
2021,16,1272,MIA,Miami Heat,Tyler Herro,"January 20, 2000",21.0,NBA,SG,22,14,733,9.5,21.0,0.45,3.0,8.7,0.34,6.5,12.3,0.53,2.7,3.5,0.76,0.6,8.3,8.9,5.6,0.7,0.7,3.7,2.4,24.6,100,112
