Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,30,2531,WSB,Washington Bullets,Jeff Ruland,"December 16, 1958",23.0,NBA,C,7.0,237.0,16.0,0.57,0.01,0.71,13.4,18.0,15.6,3.5,0.6,1.0,18.2,22.4,0.3,0.3,0.6,0.13,2.3,-1.6,0.7,0.2
1984,30,2531,WSB,Washington Bullets,Jeff Ruland,"December 16, 1958",25.0,NBA,C,4.0,187.0,21.2,0.58,0.01,0.38,11.5,23.9,17.8,28.1,0.6,1.0,18.6,26.1,0.3,0.3,0.6,0.14,5.7,1.3,7.0,0.4
1985,30,2531,WSB,Washington Bullets,Jeff Ruland,"December 16, 1958",26.0,NBA,C,4.0,162.0,15.8,0.63,0.04,0.43,7.9,16.3,11.9,19.5,2.8,1.5,29.2,20.5,0.0,0.3,0.2,0.07,0.0,3.1,3.1,0.2
1986,30,2531,WSB,Washington Bullets,Jeff Ruland,"December 16, 1958",27.0,NBA,PF,2.0,54.0,20.0,0.65,0.0,1.21,9.5,14.6,11.9,26.3,0.0,2.1,21.8,21.5,0.1,0.0,0.2,0.16,3.7,0.1,3.8,0.1
