Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
1988,20,NYK,New York Knicks,25.3,38.0,44.0,40,42,-0.49,0.63,0.14,105.9,106.4,-0.5,99.1,0.32,0.08,0.52,0.48,15.5,36.0,0.24,65.5,Madison Square Garden (IV),586752,
