Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23.0,SDA,ABA,C,79.0,,2929.0,507.0,1091.0,0.465,2.0,8.0,0.25,505.0,1083.0,0.466,0.466,171.0,230.0,0.743,322.0,773.0,1095.0,144.0,64.0,316.0,155.0,319.0,1187.0
1974-75,24.0,SDA,ABA,C,76.0,,3004.0,606.0,1240.0,0.489,3.0,11.0,0.273,603.0,1229.0,0.491,0.49,264.0,335.0,0.788,311.0,763.0,1074.0,162.0,60.0,246.0,192.0,269.0,1479.0
1975-76,25.0,TOT,ABA,C,76.0,,2674.0,423.0,900.0,0.47,0.0,7.0,0.0,423.0,893.0,0.474,0.47,140.0,186.0,0.753,246.0,607.0,853.0,147.0,81.0,218.0,166.0,321.0,986.0
1975-76,25.0,SDS,ABA,C,10.0,,407.0,69.0,160.0,0.431,0.0,0.0,,69.0,160.0,0.431,0.431,21.0,33.0,0.636,42.0,94.0,136.0,22.0,13.0,37.0,23.0,42.0,159.0
1975-76,25.0,KEN,ABA,C,15.0,,457.0,80.0,171.0,0.468,0.0,0.0,,80.0,171.0,0.468,0.468,26.0,37.0,0.703,59.0,99.0,158.0,13.0,17.0,16.0,36.0,73.0,186.0
1975-76,25.0,SSL,ABA,C,51.0,,1810.0,274.0,569.0,0.482,0.0,7.0,0.0,274.0,562.0,0.488,0.482,93.0,116.0,0.802,145.0,414.0,559.0,112.0,51.0,165.0,107.0,206.0,641.0
1976-77,26.0,PHI,NBA,C,82.0,57.0,2023.0,215.0,424.0,0.507,,,,215.0,424.0,0.507,0.507,64.0,116.0,0.552,190.0,476.0,666.0,92.0,43.0,200.0,,301.0,494.0
1977-78,27.0,PHI,NBA,C,80.0,69.0,1636.0,169.0,359.0,0.471,,,,169.0,359.0,0.471,0.471,96.0,153.0,0.627,165.0,405.0,570.0,92.0,26.0,127.0,128.0,281.0,434.0
1978-79,28.0,PHI,NBA,C,78.0,75.0,2171.0,302.0,637.0,0.474,,,,302.0,637.0,0.474,0.474,121.0,162.0,0.747,177.0,570.0,747.0,151.0,39.0,157.0,156.0,303.0,725.0
1979-80,29.0,PHI,NBA,C,80.0,80.0,2771.0,232.0,532.0,0.436,0.0,2.0,0.0,232.0,530.0,0.438,0.436,124.0,178.0,0.697,219.0,731.0,950.0,164.0,43.0,162.0,218.0,298.0,588.0
1980-81,30.0,PHI,NBA,C,81.0,81.0,2639.0,218.0,485.0,0.449,0.0,0.0,,218.0,485.0,0.449,0.449,148.0,193.0,0.767,200.0,613.0,813.0,122.0,53.0,134.0,168.0,271.0,584.0
1981-82,31.0,PHI,NBA,C,81.0,47.0,2446.0,231.0,465.0,0.497,0.0,3.0,0.0,231.0,462.0,0.5,0.497,179.0,219.0,0.817,164.0,544.0,708.0,100.0,38.0,146.0,155.0,301.0,641.0
1982-83,32.0,HOU,NBA,C,82.0,82.0,2440.0,307.0,677.0,0.453,0.0,2.0,0.0,307.0,675.0,0.455,0.453,162.0,206.0,0.786,222.0,446.0,668.0,138.0,46.0,131.0,171.0,278.0,776.0
1983-84,33.0,HOU,NBA,C,81.0,73.0,2506.0,318.0,633.0,0.502,1.0,3.0,0.333,317.0,630.0,0.503,0.503,164.0,196.0,0.837,168.0,414.0,582.0,156.0,46.0,80.0,158.0,335.0,801.0
1984-85,34.0,CHI,NBA,C,42.0,32.0,885.0,53.0,115.0,0.461,0.0,2.0,0.0,53.0,113.0,0.469,0.461,36.0,47.0,0.766,49.0,162.0,211.0,34.0,12.0,31.0,40.0,125.0,142.0
1985-86,35.0,POR,NBA,C,80.0,19.0,1437.0,126.0,254.0,0.496,0.0,7.0,0.0,126.0,247.0,0.51,0.496,124.0,150.0,0.827,105.0,250.0,355.0,74.0,38.0,61.0,102.0,244.0,376.0
1986-87,36.0,POR,NBA,PF,78.0,37.0,1578.0,111.0,224.0,0.496,0.0,2.0,0.0,111.0,222.0,0.5,0.496,97.0,124.0,0.782,114.0,341.0,455.0,64.0,23.0,77.0,87.0,227.0,319.0
1987-88,37.0,POR,NBA,C,79.0,77.0,1778.0,128.0,263.0,0.487,0.0,4.0,0.0,128.0,259.0,0.494,0.487,78.0,106.0,0.736,105.0,303.0,408.0,81.0,29.0,99.0,82.0,251.0,334.0
1988-89,38.0,POR,NBA,PF,72.0,40.0,1279.0,77.0,183.0,0.421,0.0,1.0,0.0,77.0,182.0,0.423,0.421,48.0,61.0,0.787,88.0,212.0,300.0,59.0,24.0,85.0,83.0,166.0,202.0
1989-90,39.0,SAS,NBA,PF,72.0,2.0,885.0,67.0,144.0,0.465,1.0,5.0,0.2,66.0,139.0,0.475,0.469,38.0,54.0,0.704,76.0,154.0,230.0,20.0,20.0,27.0,48.0,146.0,173.0
