Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,1.0,3119,ATL,Atlanta Hawks,23.0,NBA,SF,82,82,32.9,7.3,14.9,.493,0.0,0.1,.182,7.3,14.7,.495,.493,2.8,4.1,.682,2.8,3.1,5.8,1.6,1.0,0.8,2.2,2.6,17.5
1984,1.0,3119,ATL,Atlanta Hawks,24.0,NBA,SF,81,81,36.6,8.4,17.6,.479,0.0,0.1,.000,8.4,17.5,.482,.479,4.7,6.1,.770,3.1,4.0,7.2,1.6,1.4,1.1,2.7,2.4,21.6
1985,1.0,3119,ATL,Atlanta Hawks,25.0,NBA,SF,81,81,37.3,10.5,23.3,.451,0.3,1.0,.309,10.2,22.3,.457,.458,6.0,7.4,.806,2.8,4.1,6.9,2.5,1.7,0.7,2.8,2.1,27.4
1986,1.0,3119,ATL,Atlanta Hawks,26.0,NBA,SF,78,78,39.1,11.4,24.3,.468,0.2,0.9,.186,11.2,23.4,.479,.472,7.4,9.0,.818,3.3,4.6,7.9,2.6,1.8,0.6,3.2,2.2,30.3
1987,1.0,3119,ATL,Atlanta Hawks,27.0,NBA,SF,79,79,37.6,10.5,22.6,.463,0.4,1.3,.292,10.1,21.3,.474,.472,7.7,9.4,.818,2.7,3.6,6.3,3.3,1.5,0.6,2.7,1.9,29.0
1988,1.0,3119,ATL,Atlanta Hawks,28.0,NBA,SF,78,76,37.8,11.7,25.1,.464,0.5,1.7,.295,11.2,23.4,.476,.474,6.9,8.4,.826,2.7,3.7,6.4,2.9,1.3,0.6,2.8,2.1,30.7
1989,1.0,3119,ATL,Atlanta Hawks,29.0,NBA,SF,80,80,37.5,10.2,22.0,.464,0.4,1.3,.276,9.8,20.6,.475,.472,5.5,6.6,.844,3.2,3.7,6.9,2.6,1.5,0.7,2.3,1.7,26.2
1990,1.0,3119,ATL,Atlanta Hawks,30.0,NBA,SF,80,79,36.1,10.1,20.9,.484,0.7,2.3,.322,9.4,18.6,.504,.502,5.7,7.1,.807,2.7,3.8,6.5,2.5,1.6,0.6,2.2,1.8,26.7
1991,1.0,3119,ATL,Atlanta Hawks,31.0,NBA,SF,81,81,38.0,9.5,20.2,.470,1.0,3.1,.341,8.5,17.2,.492,.495,5.9,7.1,.829,3.2,5.8,9.0,3.3,1.5,0.8,2.5,1.9,25.9
1992,1.0,3119,ATL,Atlanta Hawks,32.0,NBA,SF,42,42,38.1,10.1,21.8,.464,0.9,3.0,.289,9.2,18.7,.492,.484,7.0,8.4,.835,2.5,4.6,7.0,3.8,1.2,0.6,2.9,1.8,28.1
1993,1.0,3119,ATL,Atlanta Hawks,33.0,NBA,SF,71,70,37.3,10.4,22.3,.468,1.7,4.5,.380,8.7,17.9,.490,.506,7.3,8.8,.828,2.6,4.2,6.8,3.2,1.0,0.4,2.6,1.6,29.9
1994,31.0,3119,TOT,Total After Trade,34.0,NBA,SF,74,74,35.6,9.4,21.5,.440,1.1,4.0,.288,8.3,17.5,.474,.466,6.0,7.1,.847,2.5,4.0,6.5,2.3,1.2,0.4,2.3,1.7,26.0
1994,1.0,3119,ATL,Atlanta Hawks,34.0,NBA,SF,49,49,34.4,8.8,20.3,.432,1.2,4.0,.308,7.5,16.3,.462,.462,5.6,6.6,.854,2.4,3.8,6.2,2.3,1.3,0.4,2.4,1.8,24.4
1994,13.0,3119,LAC,Los Angeles Clippers,34.0,NBA,SF,25,25,37.9,10.7,23.7,.453,1.0,3.9,.247,9.8,19.8,.493,.473,6.7,8.0,.835,2.5,4.5,7.0,2.2,1.2,0.3,2.1,1.6,29.1
1995,2.0,3119,BOS,Boston Celtics,35.0,NBA,SF,77,64,31.5,6.4,15.2,.424,1.5,3.8,.388,5.0,11.4,.436,.472,3.5,4.4,.782,2.0,3.2,5.2,2.2,0.8,0.2,2.2,1.7,17.8
1997,27.0,3119,SAS,San Antonio Spurs,37.0,NBA,SF,63,26,30.9,6.3,15.1,.417,1.1,3.8,.293,5.2,11.3,.458,.453,4.5,5.6,.803,2.7,3.7,6.4,1.9,0.6,0.5,2.1,1.6,18.2
1999,22.0,3119,ORL,Orlando Magic,39.0,NBA,SF,27,2,9.3,1.9,4.9,.379,0.2,0.7,.263,1.7,4.2,.398,.398,1.1,1.6,.690,1.1,1.5,2.6,0.6,0.1,0.0,0.9,0.7,5.0
